EQUIPO_LOCAL;GOLES_LOCAL;GOLES_VISITANTE;Estadio
Villarreal B;1;1;
Villarreal B;1;2;
Villarreal B;1;4;
Villarreal B;2;0;
Villarreal B;2;1;
Villarreal B;2;2;
Villarreal B;2;3;
Villarreal B;2;5;
Villarreal B;3;1;
Villarreal B;3;2;
Villarreal B;3;3;
Villarreal B;3;4;
Villarreal B;4;0;
Villarreal B;4;2;
Villarreal B;4;3;
Villarreal;0;0;El Madrigal
Villarreal;0;1;El Madrigal
Villarreal;0;2;El Madrigal
Villarreal;0;3;El Madrigal
Villarreal;0;5;El Madrigal
Villarreal;0;6;El Madrigal
Villarreal;1;0;El Madrigal
Villarreal;1;1;El Madrigal
Villarreal;1;2;El Madrigal
Villarreal;1;3;El Madrigal
Villarreal;1;4;El Madrigal
Villarreal;1;5;El Madrigal
Villarreal;2;0;El Madrigal
Villarreal;2;1;El Madrigal
Villarreal;2;2;El Madrigal
Villarreal;2;3;El Madrigal
Villarreal;2;4;El Madrigal
Villarreal;2;5;El Madrigal
Villarreal;3;0;El Madrigal
Villarreal;3;1;El Madrigal
Villarreal;3;2;El Madrigal
Villarreal;3;3;El Madrigal
Villarreal;3;4;El Madrigal
Villarreal;4;0;El Madrigal
Villarreal;4;1;El Madrigal
Villarreal;4;2;El Madrigal
Villarreal;4;3;El Madrigal
Villarreal;4;4;El Madrigal
Villarreal;5;0;El Madrigal
Villarreal;5;1;El Madrigal
Villarreal;5;2;El Madrigal
Villarreal;6;1;El Madrigal
Villarreal;6;3;El Madrigal
Xerez;0;0;Municipal de Chapín
Xerez;0;1;Municipal de Chapín
Xerez;0;2;Municipal de Chapín
Xerez;0;3;Municipal de Chapín
Xerez;0;4;Municipal de Chapín
Xerez;0;6;Municipal de Chapín
Xerez;1;0;Municipal de Chapín
Xerez;1;1;Municipal de Chapín
Xerez;1;2;Municipal de Chapín
Xerez;1;3;Municipal de Chapín
Xerez;1;4;Municipal de Chapín
Xerez;2;0;Municipal de Chapín
Xerez;2;1;Municipal de Chapín
Xerez;2;2;Municipal de Chapín
Xerez;2;3;Municipal de Chapín
Xerez;2;4;Municipal de Chapín
Xerez;3;0;Municipal de Chapín
Xerez;3;1;Municipal de Chapín
Xerez;3;2;Municipal de Chapín
Xerez;3;3;Municipal de Chapín
Xerez;3;4;Municipal de Chapín
Xerez;3;5;Municipal de Chapín
Xerez;4;0;Municipal de Chapín
Xerez;4;1;Municipal de Chapín
Xerez;4;2;Municipal de Chapín
Xerez;4;3;Municipal de Chapín
Xerez;4;4;Municipal de Chapín
Xerez;5;0;Municipal de Chapín
Xerez;5;3;Municipal de Chapín
Zaragoza B;0;0;
Zaragoza B;0;1;
Zaragoza B;0;3;
Zaragoza B;1;0;
Zaragoza B;1;1;
Zaragoza B;1;2;
Zaragoza B;2;1;
Zaragoza B;2;2;
Zaragoza B;2;3;
Zaragoza B;3;1;
Zaragoza B;3;2;
Zaragoza;0;0;La Romareda
Zaragoza;0;1;La Romareda
Zaragoza;0;2;La Romareda
Zaragoza;0;3;La Romareda
Zaragoza;0;4;La Romareda
Zaragoza;0;6;La Romareda
Zaragoza;1;0;La Romareda
Zaragoza;1;1;La Romareda
Zaragoza;1;2;La Romareda
Zaragoza;1;3;La Romareda
Zaragoza;1;4;La Romareda
Zaragoza;1;5;La Romareda
Zaragoza;1;6;La Romareda
Zaragoza;1;7;La Romareda
Zaragoza;2;0;La Romareda
Zaragoza;2;1;La Romareda
Zaragoza;2;2;La Romareda
Zaragoza;2;3;La Romareda
Zaragoza;2;4;La Romareda
Zaragoza;3;0;La Romareda
Zaragoza;3;1;La Romareda
Zaragoza;3;2;La Romareda
Zaragoza;3;3;La Romareda
Zaragoza;3;4;La Romareda
Zaragoza;3;5;La Romareda
Zaragoza;4;0;La Romareda
Zaragoza;4;1;La Romareda
Zaragoza;4;2;La Romareda
Zaragoza;4;3;La Romareda
Zaragoza;4;4;La Romareda
Zaragoza;5;0;La Romareda
Zaragoza;5;1;La Romareda
Zaragoza;5;2;La Romareda
Zaragoza;5;3;La Romareda
Zaragoza;6;0;La Romareda
Zaragoza;6;1;La Romareda
Zaragoza;6;2;La Romareda
Zaragoza;6;3;La Romareda
Zaragoza;7;2;La Romareda
Zaragoza;8;1;La Romareda
