EQUIPO_LOCAL;EQUIPO_VISITANTE
Málaga (C.D.);Alavés
Málaga (C.D.);Albacete
Málaga (C.D.);Algeciras
Málaga (C.D.);Almería (A.D.)
Málaga (C.D.);At. Madrid
Málaga (C.D.);At. Madrid B
Málaga (C.D.);Ath. Bilbao
Málaga (C.D.);Ath. Bilbao B
Málaga (C.D.);Avilés
Málaga (C.D.);Barakaldo
Málaga (C.D.);Barcelona
Málaga (C.D.);Barcelona B
Málaga (C.D.);Betis
Málaga (C.D.);Burgos
Málaga (C.D.);Burgos (Real)
Málaga (C.D.);Cádiz
Málaga (C.D.);Calvo Sotelo
Málaga (C.D.);Cartagena F.C.
Málaga (C.D.);Castellón
Málaga (C.D.);Celta
Málaga (C.D.);Ceuta
Málaga (C.D.);Compostela
Málaga (C.D.);Córdoba
Málaga (C.D.);Dptivo. Coruña
Málaga (C.D.);Éibar
Málaga (C.D.);Elche
Málaga (C.D.);Ensidesa
Málaga (C.D.);Espanyol
Málaga (C.D.);Ferrol
Málaga (C.D.);Figueres
Málaga (C.D.);Getafe
Málaga (C.D.);Gimn. Tarragon
Málaga (C.D.);Granada
Málaga (C.D.);Hércules
Málaga (C.D.);Jaén
Málaga (C.D.);Las Palmas
Málaga (C.D.);Levante
Málaga (C.D.);Linares
Málaga (C.D.);Lleida
Málaga (C.D.);Logroñés
Málaga (C.D.);Mallorca
Málaga (C.D.);Mérida
Málaga (C.D.);Murcia
Málaga (C.D.);Orihuela
Málaga (C.D.);Osasuna
Málaga (C.D.);Oviedo
Málaga (C.D.);Palamós
Málaga (C.D.);Palencia
Málaga (C.D.);Rac. Santander
Málaga (C.D.);Rayo Vallecano
Málaga (C.D.);Real Madrid
Málaga (C.D.);Real Madrid B
Málaga (C.D.);Real Sociedad
Málaga (C.D.);Rec. Huelva
Málaga (C.D.);Sabadell
Málaga (C.D.);Salamanca
Málaga (C.D.);Sant Andreu
Málaga (C.D.);Sestao
Málaga (C.D.);Sevilla
Málaga (C.D.);Sporting Gijón
Málaga (C.D.);Tenerife
Málaga (C.D.);Terrassa
Málaga (C.D.);Valencia
Málaga (C.D.);Valladolid
Málaga (C.D.);Xerez
Málaga (C.D.);Zaragoza
Málaga (C.D.);Zaragoza B
Málaga B;Alavés
Málaga B;Albacete
Málaga B;Algeciras
Málaga B;Almería
Málaga B;Cádiz
Málaga B;Castellón
Málaga B;Celta
Málaga B;Córdoba
Málaga B;Éibar
Málaga B;Ejido
Málaga B;Elche
Málaga B;Ferrol
Málaga B;Getafe
Málaga B;Gimn. Tarragon
Málaga B;Granada 74
Málaga B;Hércules
Málaga B;Las Palmas
Málaga B;Leganés
Málaga B;Levante
Málaga B;Lleida
Málaga B;Lorca
Málaga B;Murcia
Málaga B;Numancia
Málaga B;Pontevedra
Málaga B;Rayo Vallecano
Málaga B;Real Madrid B
Málaga B;Rec. Huelva
Málaga B;Salamanca
Málaga B;Sporting Gijón
Málaga B;Tenerife
Málaga B;Terrassa
Málaga B;Valladolid
Málaga B;Xerez
Málaga;Alavés
Málaga;Albacete
Málaga;Almería
Málaga;At. Madrid
Málaga;At. Madrid B
Málaga;Ath. Bilbao
Málaga;Badajoz
Málaga;Barcelona
Málaga;Barcelona B
Málaga;Betis
Málaga;Cádiz
Málaga;Castellón
Málaga;Celta
Málaga;Compostela
Málaga;Córdoba
Málaga;Dptivo. Coruña
Málaga;Éibar
Málaga;Ejido
Málaga;Elche
Málaga;Espanyol
Málaga;Ferrol
Málaga;Getafe
Málaga;Gimn. Tarragon
Málaga;Granada
Málaga;Granada 74
Málaga;Hércules
Málaga;Las Palmas
Málaga;Leganés
Málaga;Levante
Málaga;Lleida
Málaga;Logroñés
Málaga;Lorca
Málaga;Mallorca
Málaga;Mallorca B
Málaga;Mérida
Málaga;Murcia
Málaga;Numancia
Málaga;Osasuna
Málaga;Ourense
Málaga;Oviedo
Málaga;Ponferradina
Málaga;Rac. Santander
Málaga;Rayo Vallecano
Málaga;Real Madrid
Málaga;Real Madrid B
Málaga;Real Sociedad
Málaga;Rec. Huelva
Málaga;Salamanca
Málaga;Sevilla
Málaga;Sevilla B
Málaga;Sporting Gijón
Málaga;Tenerife
Málaga;Toledo
Málaga;Valencia
Málaga;Valladolid
Málaga;Vecindario
Málaga;Villarreal
Málaga;Xerez
Málaga;Zaragoza
Mallorca B;Albacete
Mallorca B;At. Madrid B
Mallorca B;Badajoz
Mallorca B;Barcelona B
Mallorca B;Compostela
Mallorca B;Éibar
Mallorca B;Hércules
Mallorca B;Las Palmas
Mallorca B;Leganés
Mallorca B;Lleida
Mallorca B;Logroñés
Mallorca B;Málaga
Mallorca B;Mérida
Mallorca B;Numancia
Mallorca B;Osasuna
Mallorca B;Ourense
Mallorca B;Rayo Vallecano
Mallorca B;Rec. Huelva
Mallorca B;Sevilla
Mallorca B;Sporting Gijón
Mallorca B;Toledo
Mallorca;Alavés
Mallorca;Albacete
Mallorca;Alcorcón
Mallorca;Almería
Mallorca;Almería (A.D.)
Mallorca;Alzira
Mallorca;At. Madrid
Mallorca;At. Madrid B
Mallorca;Ath. Bilbao
Mallorca;Ath. Bilbao B
Mallorca;Badajoz
Mallorca;Barakaldo
Mallorca;Barcelona
Mallorca;Barcelona B
Mallorca;Betis
Mallorca;Burgos
Mallorca;Burgos (Real)
Mallorca;Cádiz
Mallorca;Calvo Sotelo
Mallorca;Cartagena F.C.
Mallorca;Castellón
Mallorca;Celta
Mallorca;Compostela
Mallorca;Córdoba
Mallorca;Cult. Leonesa
Mallorca;Dptivo. Coruña
Mallorca;Écija
Mallorca;Éibar
Mallorca;Elche
Mallorca;Espanyol
Mallorca;Extremadura
Mallorca;Figueres
Mallorca;Getafe
Mallorca;Gimn. Tarragon
Mallorca;Girona
Mallorca;Granada
Mallorca;Hércules
Mallorca;Huesca
Mallorca;Jaén
Mallorca;Las Palmas
Mallorca;Leganés
Mallorca;Levante
Mallorca;Linares
Mallorca;Llagostera
Mallorca;Lleida
Mallorca;Logroñés
Mallorca;Lorca
Mallorca;Lugo
Mallorca;Málaga
Mallorca;Málaga (C.D.)
Mallorca;Marbella
Mallorca;Mérida
Mallorca;Mirandés
Mallorca;Mollerussa
Mallorca;Murcia
Mallorca;Numancia
Mallorca;Osasuna
Mallorca;Ourense
Mallorca;Oviedo
Mallorca;Palamós
Mallorca;Palencia
Mallorca;Ponferradina
Mallorca;Pontevedra
Mallorca;Rac. Santander
Mallorca;Rayo Vallecano
Mallorca;Real Madrid
Mallorca;Real Madrid B
Mallorca;Real Sociedad
Mallorca;Rec. Huelva
Mallorca;Sabadell
Mallorca;Salamanca
Mallorca;Sant Andreu
Mallorca;Sestao
Mallorca;Sevilla
Mallorca;Sporting Gijón
Mallorca;Tenerife
Mallorca;Toledo
Mallorca;Valencia
Mallorca;Valencia B
Mallorca;Valladolid
Mallorca;Villarreal
Mallorca;Xerez
Mallorca;Zaragoza
Mallorca;Zaragoza B
Marbella;Alavés
Marbella;Almería
Marbella;Ath. Bilbao B
Marbella;Badajoz
Marbella;Barcelona B
Marbella;Betis
Marbella;Burgos (Real)
Marbella;Cádiz
Marbella;Castellón
Marbella;Compostela
Marbella;Écija
Marbella;Éibar
Marbella;Espanyol
Marbella;Extremadura
Marbella;Figueres
Marbella;Getafe
Marbella;Hércules
Marbella;Leganés
Marbella;Lleida
Marbella;Logroñés
Marbella;Lugo
Marbella;Mallorca
Marbella;Mérida
Marbella;Murcia
Marbella;Osasuna
Marbella;Ourense
Marbella;Palamós
Marbella;Rac. Santander
Marbella;Rayo Vallecano
Marbella;Real Madrid B
Marbella;Sabadell
Marbella;Salamanca
Marbella;Sestao
Marbella;Toledo
Marbella;Valladolid
Marbella;Villarreal
Mérida;Alavés
Mérida;Albacete
Mérida;Almería
Mérida;At. Madrid
Mérida;At. Madrid B
Mérida;Ath. Bilbao
Mérida;Ath. Bilbao B
Mérida;Avilés
Mérida;Badajoz
Mérida;Barcelona
Mérida;Barcelona B
Mérida;Betis
Mérida;Burgos (Real)
Mérida;Cádiz
Mérida;Castellón
Mérida;Celta
Mérida;Compostela
Mérida;Córdoba
Mérida;Dptivo. Coruña
Mérida;Écija
Mérida;Éibar
Mérida;Elche
Mérida;Espanyol
Mérida;Extremadura
Mérida;Figueres
Mérida;Getafe
Mérida;Hércules
Mérida;Las Palmas
Mérida;Leganés
Mérida;Levante
Mérida;Lleida
Mérida;Logroñés
Mérida;Lugo
Mérida;Málaga
Mérida;Málaga (C.D.)
Mérida;Mallorca
Mérida;Mallorca B
Mérida;Marbella
Mérida;Murcia
Mérida;Numancia
Mérida;Osasuna
Mérida;Ourense
Mérida;Oviedo
Mérida;Palamós
Mérida;Rac. Santander
Mérida;Rayo Vallecano
Mérida;Real Madrid
Mérida;Real Madrid B
Mérida;Real Sociedad
Mérida;Rec. Huelva
Mérida;Sabadell
Mérida;Salamanca
Mérida;Sestao
Mérida;Sevilla
Mérida;Sporting Gijón
Mérida;Tenerife
Mérida;Toledo
Mérida;Valencia
Mérida;Valladolid
Mérida;Villarreal
Mérida;Zaragoza
Mirandés;Alavés
Mirandés;Albacete
Mirandés;Alcorcón
Mirandés;Almería
Mirandés;Ath. Bilbao B
Mirandés;Barcelona B
Mirandés;Betis
Mirandés;Córdoba
Mirandés;Dptivo. Coruña
Mirandés;Éibar
Mirandés;Elche
Mirandés;Gimn. Tarragon
Mirandés;Girona
Mirandés;Guadalajara
Mirandés;Hércules
Mirandés;Huesca
Mirandés;Jaén
Mirandés;Las Palmas
Mirandés;Leganés
Mirandés;Llagostera
Mirandés;Lugo
Mirandés;Mallorca
Mirandés;Murcia
Mirandés;Numancia
Mirandés;Osasuna
Mirandés;Oviedo
Mirandés;Ponferradina
Mirandés;Rac. Santander
Mirandés;Real Madrid B
Mirandés;Rec. Huelva
Mirandés;Sabadell
Mirandés;Sporting Gijón
Mirandés;Tenerife
Mirandés;Valladolid
Mirandés;Villarreal
Mirandés;Xerez
Mirandés;Zaragoza
Mollerussa;Alzira
Mollerussa;Barcelona B
Mollerussa;Burgos (Real)
Mollerussa;Castellón
Mollerussa;Dptivo. Coruña
Mollerussa;Éibar
Mollerussa;Figueres
Mollerussa;Las Palmas
Mollerussa;Lleida
Mollerussa;Mallorca
Mollerussa;Rac. Santander
Mollerussa;Rayo Vallecano
Mollerussa;Real Madrid B
Mollerussa;Rec. Huelva
Mollerussa;Sabadell
Mollerussa;Salamanca
Mollerussa;Sestao
Mollerussa;Tenerife
Mollerussa;Xerez
Murcia;Alavés
Murcia;Albacete
Murcia;Alcorcón
Murcia;Alcoyano
Murcia;Algeciras
Murcia;Alicante
Murcia;Almería
Murcia;Almería (A.D.)
Murcia;At. Madrid
Murcia;At. Madrid B
Murcia;Ath. Bilbao
Murcia;Ath. Bilbao B
Murcia;Avilés
Murcia;Badajoz
Murcia;Barakaldo
Murcia;Barcelona
Murcia;Barcelona B
Murcia;Betis
Murcia;Burgos
Murcia;Burgos (Real)
Murcia;Cádiz
Murcia;Calvo Sotelo
Murcia;Cartagena
Murcia;Cartagena F.C.
Murcia;Castellón
Murcia;Celta
Murcia;Compostela
Murcia;Córdoba
Murcia;Cult. Leonesa
Murcia;Dptivo. Coruña
Murcia;Éibar
Murcia;Ejido
Murcia;Elche
Murcia;Ensidesa
Murcia;Espanyol
Murcia;Extremadura
Murcia;Ferrol
Murcia;Figueres
Murcia;Getafe
Murcia;Gimn. Tarragon
Murcia;Girona
Murcia;Granada
Murcia;Granada 74
Murcia;Guadalajara
Murcia;Hércules
Murcia;Huesca
Murcia;Jaén
Murcia;Las Palmas
Murcia;Leganés
Murcia;Levante
Murcia;Linares
Murcia;Lleida
Murcia;Logroñés
Murcia;Lorca
Murcia;Lugo
Murcia;Málaga
Murcia;Málaga (C.D.)
Murcia;Málaga B
Murcia;Mallorca
Murcia;Marbella
Murcia;Mérida
Murcia;Mirandés
Murcia;Numancia
Murcia;Orihuela
Murcia;Osasuna
Murcia;Oviedo
Murcia;Palamós
Murcia;Palencia
Murcia;Ponferradina
Murcia;Pontevedra
Murcia;Rac. Santander
Murcia;Rayo Vallecano
Murcia;Real Madrid
Murcia;Real Madrid B
Murcia;Real Sociedad
Murcia;Real Unión
Murcia;Rec. Huelva
Murcia;Sabadell
Murcia;Salamanca
Murcia;Sant Andreu
Murcia;Sestao
Murcia;Sevilla
Murcia;Sevilla B
Murcia;Sporting Gijón
Murcia;Tenerife
Murcia;Terrassa
Murcia;Toledo
Murcia;Univ.Las Palma
Murcia;Valencia
Murcia;Valencia B
Murcia;Valladolid
Murcia;Vecindario
Murcia;Villarreal
Murcia;Villarreal B
Murcia;Xerez
Murcia;Zaragoza
Murcia;Zaragoza B
Numancia;Alavés
Numancia;Albacete
Numancia;Alcorcón
Numancia;Alcoyano
Numancia;Algeciras
Numancia;Almería
Numancia;At. Madrid
Numancia;At. Madrid B
Numancia;Ath. Bilbao
Numancia;Badajoz
Numancia;Barcelona
Numancia;Barcelona B
Numancia;Betis
Numancia;Burgos
Numancia;Cádiz
Numancia;Cartagena
Numancia;Castellón
Numancia;Celta
Numancia;Compostela
Numancia;Córdoba
Numancia;Dptivo. Coruña
Numancia;Éibar
Numancia;Ejido
Numancia;Elche
Numancia;Espanyol
Numancia;Extremadura
Numancia;Ferrol
Numancia;Getafe
Numancia;Gimn. Tarragon
Numancia;Girona
Numancia;Granada
Numancia;Granada 74
Numancia;Guadalajara
Numancia;Hércules
Numancia;Huesca
Numancia;Jaén
Numancia;Las Palmas
Numancia;Leganés
Numancia;Levante
Numancia;Llagostera
Numancia;Lleida
Numancia;Logroñés
Numancia;Lorca
Numancia;Lugo
Numancia;Málaga
Numancia;Málaga B
Numancia;Mallorca
Numancia;Mallorca B
Numancia;Mérida
Numancia;Mirandés
Numancia;Murcia
Numancia;Osasuna
Numancia;Ourense
Numancia;Oviedo
Numancia;Ponferradina
Numancia;Rac. Santander
Numancia;Rayo Vallecano
Numancia;Real Madrid
Numancia;Real Madrid B
Numancia;Real Sociedad
Numancia;Real Unión
Numancia;Rec. Huelva
Numancia;Sabadell
Numancia;Salamanca
Numancia;Sevilla
Numancia;Sevilla B
Numancia;Sporting Gijón
Numancia;Tenerife
Numancia;Terrassa
Numancia;Toledo
Numancia;Valencia
Numancia;Valladolid
Numancia;Vecindario
Numancia;Villarreal
Numancia;Villarreal B
Numancia;Xerez
Numancia;Zaragoza
Orihuela;Albacete
Orihuela;Ath. Bilbao B
Orihuela;Avilés
Orihuela;Celta
Orihuela;Dptivo. Coruña
Orihuela;Éibar
Orihuela;Elche
Orihuela;Figueres
Orihuela;Las Palmas
Orihuela;Levante
Orihuela;Lleida
Orihuela;Málaga (C.D.)
Orihuela;Murcia
Orihuela;Palamós
Orihuela;Rayo Vallecano
Orihuela;Sabadell
Orihuela;Salamanca
Orihuela;Sestao
Orihuela;Xerez
Osasuna;Alavés
Osasuna;Albacete
Osasuna;Alcorcón
Osasuna;Algeciras
Osasuna;Almería
Osasuna;Almería (A.D.)
Osasuna;At. Madrid
Osasuna;At. Madrid B
Osasuna;Ath. Bilbao
Osasuna;Ath. Bilbao B
Osasuna;Badajoz
Osasuna;Barakaldo
Osasuna;Barcelona
Osasuna;Barcelona B
Osasuna;Betis
Osasuna;Burgos
Osasuna;Burgos (Real)
Osasuna;Cádiz
Osasuna;Calvo Sotelo
Osasuna;Castellón
Osasuna;Celta
Osasuna;Compostela
Osasuna;Córdoba
Osasuna;Cult. Leonesa
Osasuna;Dptivo. Coruña
Osasuna;Écija
Osasuna;Éibar
Osasuna;Elche
Osasuna;Ensidesa
Osasuna;Espanyol
Osasuna;Extremadura
Osasuna;Ferrol
Osasuna;Getafe
Osasuna;Gimn. Tarragon
Osasuna;Girona
Osasuna;Granada
Osasuna;Hércules
Osasuna;Jaén
Osasuna;Las Palmas
Osasuna;Leganés
Osasuna;Levante
Osasuna;Linares
Osasuna;Llagostera
Osasuna;Lleida
Osasuna;Logroñés
Osasuna;Lugo
Osasuna;Málaga
Osasuna;Málaga (C.D.)
Osasuna;Mallorca
Osasuna;Mallorca B
Osasuna;Marbella
Osasuna;Mérida
Osasuna;Mirandés
Osasuna;Murcia
Osasuna;Numancia
Osasuna;Ourense
Osasuna;Oviedo
Osasuna;Palamós
Osasuna;Palencia
Osasuna;Ponferradina
Osasuna;Pontevedra
Osasuna;Rac. Santander
Osasuna;Rayo Vallecano
Osasuna;Real Madrid
Osasuna;Real Madrid B
Osasuna;Real Sociedad
Osasuna;Rec. Huelva
Osasuna;Sabadell
Osasuna;Salamanca
Osasuna;Sant Andreu
Osasuna;Sestao
Osasuna;Sevilla
Osasuna;Sporting Gijón
Osasuna;Tenerife
Osasuna;Terrassa
Osasuna;Toledo
Osasuna;Valencia
Osasuna;Valencia B
Osasuna;Valladolid
Osasuna;Villarreal
Osasuna;Xerez
Osasuna;Zaragoza
Ourense;Alavés
Ourense;Albacete
Ourense;Almería
Ourense;At. Madrid B
Ourense;Ath. Bilbao B
Ourense;Badajoz
Ourense;Barakaldo
Ourense;Barcelona B
Ourense;Betis
Ourense;Burgos
Ourense;Cádiz
Ourense;Castellón
Ourense;Compostela
Ourense;Córdoba
Ourense;Cult. Leonesa
Ourense;Dptivo. Coruña
Ourense;Écija
Ourense;Éibar
Ourense;Elche
Ourense;Extremadura
Ourense;Getafe
Ourense;Gimn. Tarragon
Ourense;Hércules
Ourense;Jaén
Ourense;Las Palmas
Ourense;Leganés
Ourense;Levante
Ourense;Linares
Ourense;Lleida
Ourense;Logroñés
Ourense;Málaga
Ourense;Mallorca
Ourense;Mallorca B
Ourense;Marbella
Ourense;Mérida
Ourense;Numancia
Ourense;Osasuna
Ourense;Oviedo
Ourense;Palamós
Ourense;Rac. Santander
Ourense;Rayo Vallecano
Ourense;Real Madrid B
Ourense;Rec. Huelva
Ourense;Sabadell
Ourense;Salamanca
Ourense;Sant Andreu
Ourense;Sevilla
Ourense;Sporting Gijón
Ourense;Tenerife
Ourense;Toledo
Ourense;Valladolid
Ourense;Villarreal
Ourense;Xerez
Oviedo;Alavés
Oviedo;Albacete
Oviedo;Alcorcón
Oviedo;Algeciras
Oviedo;Almería
Oviedo;Almería (A.D.)
Oviedo;At. Madrid
Oviedo;At. Madrid B
Oviedo;Ath. Bilbao
Oviedo;Ath. Bilbao B
Oviedo;Badajoz
Oviedo;Barakaldo
Oviedo;Barcelona
Oviedo;Barcelona B
Oviedo;Betis
Oviedo;Burgos
Oviedo;Burgos (Real)
Oviedo;Cádiz
Oviedo;Calvo Sotelo
Oviedo;Cartagena F.C.
Oviedo;Castellón
Oviedo;Celta
Oviedo;Ceuta
Oviedo;Compostela
Oviedo;Córdoba
Oviedo;Cult. Leonesa
Oviedo;Dptivo. Coruña
Oviedo;Éibar
Oviedo;Ejido
Oviedo;Elche
Oviedo;Espanyol
Oviedo;Extremadura
Oviedo;Ferrol
Oviedo;Figueres
Oviedo;Getafe
Oviedo;Gimn. Tarragon
Oviedo;Girona
Oviedo;Granada
Oviedo;Hércules
Oviedo;Jaén
Oviedo;Las Palmas
Oviedo;Leganés
Oviedo;Levante
Oviedo;Linares
Oviedo;Llagostera
Oviedo;Lleida
Oviedo;Logroñés
Oviedo;Lorca
Oviedo;Lugo
Oviedo;Málaga
Oviedo;Málaga (C.D.)
Oviedo;Mallorca
Oviedo;Mérida
Oviedo;Murcia
Oviedo;Numancia
Oviedo;Osasuna
Oviedo;Ourense
Oviedo;Palencia
Oviedo;Pontevedra
Oviedo;Rac. Santander
Oviedo;Rayo Vallecano
Oviedo;Real Madrid
Oviedo;Real Madrid B
Oviedo;Real Sociedad
Oviedo;Rec. Huelva
Oviedo;Sabadell
Oviedo;Salamanca
Oviedo;Sant Andreu
Oviedo;Sestao
Oviedo;Sevilla
Oviedo;Sporting Gijón
Oviedo;Tenerife
Oviedo;Terrassa
Oviedo;Valencia
Oviedo;Valladolid
Oviedo;Villarreal
Oviedo;Xerez
Oviedo;Zaragoza
Oviedo;Zaragoza B
Palamós;Albacete
Palamós;At. Madrid B
Palamós;Ath. Bilbao B
Palamós;Avilés
Palamós;Badajoz
Palamós;Barcelona B
Palamós;Betis
Palamós;Burgos (Real)
Palamós;Cádiz
Palamós;Castellón
Palamós;Celta
Palamós;Compostela
Palamós;Dptivo. Coruña
Palamós;Éibar
Palamós;Elche
Palamós;Espanyol
Palamós;Extremadura
Palamós;Figueres
Palamós;Getafe
Palamós;Hércules
Palamós;Las Palmas
Palamós;Leganés
Palamós;Levante
Palamós;Lleida
Palamós;Lugo
Palamós;Málaga (C.D.)
Palamós;Mallorca
Palamós;Marbella
Palamós;Mérida
Palamós;Murcia
Palamós;Orihuela
Palamós;Osasuna
Palamós;Ourense
Palamós;Rac. Santander
Palamós;Rayo Vallecano
Palamós;Real Madrid B
Palamós;Rec. Huelva
Palamós;Sabadell
Palamós;Salamanca
Palamós;Sestao
Palamós;Toledo
Palamós;Valladolid
Palamós;Villarreal
Palamós;Xerez
Palencia;Alavés
Palencia;Algeciras
Palencia;At. Madrid B
Palencia;Ath. Bilbao B
Palencia;Barakaldo
Palencia;Barcelona B
Palencia;Burgos
Palencia;Cádiz
Palencia;Cartagena F.C.
Palencia;Castellón
Palencia;Celta
Palencia;Ceuta
Palencia;Córdoba
Palencia;Dptivo. Coruña
Palencia;Elche
Palencia;Getafe
Palencia;Gimn. Tarragon
Palencia;Granada
Palencia;Hércules
Palencia;Las Palmas
Palencia;Levante
Palencia;Linares
Palencia;Málaga (C.D.)
Palencia;Mallorca
Palencia;Murcia
Palencia;Osasuna
Palencia;Oviedo
Palencia;Rac. Santander
Palencia;Rayo Vallecano
Palencia;Real Madrid B
Palencia;Rec. Huelva
Palencia;Sabadell
Palencia;Tenerife
Palencia;Valladolid
Palencia;Xerez
Ponferradina;Alavés
Ponferradina;Albacete
Ponferradina;Alcorcón
Ponferradina;Almería
Ponferradina;Ath. Bilbao B
Ponferradina;Barcelona B
Ponferradina;Betis
Ponferradina;Cádiz
Ponferradina;Cartagena
Ponferradina;Castellón
Ponferradina;Celta
Ponferradina;Córdoba
Ponferradina;Dptivo. Coruña
Ponferradina;Éibar
Ponferradina;Ejido
Ponferradina;Elche
Ponferradina;Gimn. Tarragon
Ponferradina;Girona
Ponferradina;Granada
Ponferradina;Granada 74
Ponferradina;Guadalajara
Ponferradina;Hércules
Ponferradina;Huesca
Ponferradina;Jaén
Ponferradina;Las Palmas
Ponferradina;Leganés
Ponferradina;Llagostera
Ponferradina;Lorca
Ponferradina;Lugo
Ponferradina;Málaga
Ponferradina;Mallorca
Ponferradina;Mirandés
Ponferradina;Murcia
Ponferradina;Numancia
Ponferradina;Osasuna
Ponferradina;Oviedo
Ponferradina;Rac. Santander
Ponferradina;Rayo Vallecano
Ponferradina;Real Madrid B
Ponferradina;Rec. Huelva
Ponferradina;Sabadell
Ponferradina;Salamanca
Ponferradina;Sporting Gijón
Ponferradina;Tenerife
Ponferradina;Valladolid
Ponferradina;Vecindario
Ponferradina;Villarreal
Ponferradina;Villarreal B
Ponferradina;Xerez
Ponferradina;Zaragoza
Pontevedra;Alavés
Pontevedra;Almería
Pontevedra;Barakaldo
Pontevedra;Barcelona B
Pontevedra;Cádiz
Pontevedra;Calvo Sotelo
Pontevedra;Castellón
Pontevedra;Celta
Pontevedra;Córdoba
Pontevedra;Cult. Leonesa
Pontevedra;Dptivo. Coruña
Pontevedra;Éibar
Pontevedra;Ejido
Pontevedra;Elche
Pontevedra;Ferrol
Pontevedra;Getafe
Pontevedra;Gimn. Tarragon
Pontevedra;Granada
Pontevedra;Granada 74
Pontevedra;Hércules
Pontevedra;Jaén
Pontevedra;Levante
Pontevedra;Lleida
Pontevedra;Logroñés
Pontevedra;Málaga B
Pontevedra;Mallorca
Pontevedra;Murcia
Pontevedra;Osasuna
Pontevedra;Oviedo
Pontevedra;Rac. Santander
Pontevedra;Rayo Vallecano
Pontevedra;Rec. Huelva
Pontevedra;Sabadell
Pontevedra;Salamanca
Pontevedra;Sant Andreu
Pontevedra;Sevilla
Pontevedra;Sporting Gijón
Pontevedra;Tenerife
Pontevedra;Terrassa
Pontevedra;Valencia B
Pontevedra;Valladolid
Pontevedra;Xerez
Rac. Santander;Alavés
Rac. Santander;Albacete
Rac. Santander;Alcorcón
Rac. Santander;Algeciras
Rac. Santander;Almería
Rac. Santander;Alzira
Rac. Santander;At. Madrid
Rac. Santander;At. Madrid B
Rac. Santander;Ath. Bilbao
Rac. Santander;Ath. Bilbao B
Rac. Santander;Avilés
Rac. Santander;Badajoz
Rac. Santander;Barakaldo
Rac. Santander;Barcelona
Rac. Santander;Barcelona B
Rac. Santander;Betis
Rac. Santander;Burgos
Rac. Santander;Burgos (Real)
Rac. Santander;Cádiz
Rac. Santander;Cartagena F.C.
Rac. Santander;Castellón
Rac. Santander;Celta
Rac. Santander;Ceuta
Rac. Santander;Compostela
Rac. Santander;Córdoba
Rac. Santander;Cult. Leonesa
Rac. Santander;Dptivo. Coruña
Rac. Santander;Éibar
Rac. Santander;Ejido
Rac. Santander;Elche
Rac. Santander;Espanyol
Rac. Santander;Extremadura
Rac. Santander;Ferrol
Rac. Santander;Figueres
Rac. Santander;Getafe
Rac. Santander;Gimn. Tarragon
Rac. Santander;Girona
Rac. Santander;Granada
Rac. Santander;Guadalajara
Rac. Santander;Hércules
Rac. Santander;Huesca
Rac. Santander;Jaén
Rac. Santander;Las Palmas
Rac. Santander;Leganés
Rac. Santander;Levante
Rac. Santander;Linares
Rac. Santander;Llagostera
Rac. Santander;Lleida
Rac. Santander;Logroñés
Rac. Santander;Lugo
Rac. Santander;Málaga
Rac. Santander;Málaga (C.D.)
Rac. Santander;Mallorca
Rac. Santander;Marbella
Rac. Santander;Mérida
Rac. Santander;Mirandés
Rac. Santander;Mollerussa
Rac. Santander;Murcia
Rac. Santander;Numancia
Rac. Santander;Osasuna
Rac. Santander;Ourense
Rac. Santander;Oviedo
Rac. Santander;Palamós
Rac. Santander;Palencia
Rac. Santander;Ponferradina
Rac. Santander;Pontevedra
Rac. Santander;Rayo Vallecano
Rac. Santander;Real Madrid
Rac. Santander;Real Madrid B
Rac. Santander;Real Sociedad
Rac. Santander;Rec. Huelva
Rac. Santander;Sabadell
Rac. Santander;Salamanca
Rac. Santander;Sant Andreu
Rac. Santander;Sestao
Rac. Santander;Sevilla
Rac. Santander;Sporting Gijón
Rac. Santander;Tenerife
Rac. Santander;Valencia
Rac. Santander;Valencia B
Rac. Santander;Valladolid
Rac. Santander;Villarreal
Rac. Santander;Xerez
Rac. Santander;Zaragoza
Rayo Vallecano;Alavés
Rayo Vallecano;Albacete
Rayo Vallecano;Alcorcón
Rayo Vallecano;Algeciras
Rayo Vallecano;Alicante
Rayo Vallecano;Almería
Rayo Vallecano;Almería (A.D.)
Rayo Vallecano;Alzira
Rayo Vallecano;At. Madrid
Rayo Vallecano;At. Madrid B
Rayo Vallecano;Ath. Bilbao
Rayo Vallecano;Ath. Bilbao B
Rayo Vallecano;Avilés
Rayo Vallecano;Badajoz
Rayo Vallecano;Barakaldo
Rayo Vallecano;Barcelona
Rayo Vallecano;Barcelona B
Rayo Vallecano;Betis
Rayo Vallecano;Burgos
Rayo Vallecano;Burgos (Real)
Rayo Vallecano;Cádiz
Rayo Vallecano;Calvo Sotelo
Rayo Vallecano;Cartagena
Rayo Vallecano;Cartagena F.C.
Rayo Vallecano;Castellón
Rayo Vallecano;Celta
Rayo Vallecano;Ceuta
Rayo Vallecano;Compostela
Rayo Vallecano;Córdoba
Rayo Vallecano;Cult. Leonesa
Rayo Vallecano;Dptivo. Coruña
Rayo Vallecano;Éibar
Rayo Vallecano;Ejido
Rayo Vallecano;Elche
Rayo Vallecano;Ensidesa
Rayo Vallecano;Espanyol
Rayo Vallecano;Extremadura
