EQUIPO_LOCAL;EQUIPO_VISITANTE
Ferrol;Córdoba
Ferrol;Dptivo. Coruña
Ferrol;Éibar
Ferrol;Ejido
Ferrol;Elche
Ferrol;Extremadura
Ferrol;Getafe
Ferrol;Gimn. Tarragon
Ferrol;Granada
Ferrol;Granada 74
Ferrol;Hércules
Ferrol;Jaén
Ferrol;Las Palmas
Ferrol;Leganés
Ferrol;Levante
Ferrol;Lleida
Ferrol;Lorca
Ferrol;Málaga
Ferrol;Málaga (C.D.)
Ferrol;Málaga B
Ferrol;Murcia
Ferrol;Numancia
Ferrol;Osasuna
Ferrol;Oviedo
Ferrol;Pontevedra
Ferrol;Rac. Santander
Ferrol;Real Madrid B
Ferrol;Real Sociedad
Ferrol;Rec. Huelva
Ferrol;Sabadell
Ferrol;Salamanca
Ferrol;Sevilla
Ferrol;Sevilla B
Ferrol;Sporting Gijón
Ferrol;Tenerife
Ferrol;Terrassa
Ferrol;Univ.Las Palma
Ferrol;Valladolid
Ferrol;Xerez
Ferrol;Zaragoza
Figueres;Albacete
Figueres;Alzira
Figueres;At. Madrid B
Figueres;Ath. Bilbao B
Figueres;Avilés
Figueres;Badajoz
Figueres;Barcelona B
Figueres;Betis
Figueres;Burgos (Real)
Figueres;Cádiz
Figueres;Cartagena F.C.
Figueres;Castellón
Figueres;Celta
Figueres;Compostela
Figueres;Dptivo. Coruña
Figueres;Éibar
Figueres;Elche
Figueres;Espanyol
Figueres;Granada
Figueres;Hércules
Figueres;Las Palmas
Figueres;Levante
Figueres;Lleida
Figueres;Logroñés
Figueres;Lugo
Figueres;Málaga (C.D.)
Figueres;Mallorca
Figueres;Marbella
Figueres;Mérida
Figueres;Mollerussa
Figueres;Murcia
Figueres;Orihuela
Figueres;Oviedo
Figueres;Palamós
Figueres;Rac. Santander
Figueres;Rayo Vallecano
Figueres;Real Madrid B
Figueres;Rec. Huelva
Figueres;Sabadell
Figueres;Salamanca
Figueres;Sestao
Figueres;Tenerife
Figueres;Valencia
Figueres;Valladolid
Figueres;Villarreal
Figueres;Xerez
Getafe;Alavés
Getafe;Albacete
Getafe;Algeciras
Getafe;Almería
Getafe;Almería (A.D.)
Getafe;At. Madrid
Getafe;At. Madrid B
Getafe;Ath. Bilbao
Getafe;Ath. Bilbao B
Getafe;Badajoz
Getafe;Barakaldo
Getafe;Barcelona
Getafe;Barcelona B
Getafe;Betis
Getafe;Burgos
Getafe;Cádiz
Getafe;Calvo Sotelo
Getafe;Castellón
Getafe;Celta
Getafe;Ceuta
Getafe;Compostela
Getafe;Córdoba
Getafe;Dptivo. Coruña
Getafe;Écija
Getafe;Éibar
Getafe;Ejido
Getafe;Elche
Getafe;Espanyol
Getafe;Extremadura
Getafe;Ferrol
Getafe;Gimn. Tarragon
Getafe;Granada
Getafe;Granada 74
Getafe;Hércules
Getafe;Jaén
Getafe;Las Palmas
Getafe;Leganés
Getafe;Levante
Getafe;Linares
Getafe;Lleida
Getafe;Logroñés
Getafe;Málaga
Getafe;Málaga (C.D.)
Getafe;Málaga B
Getafe;Mallorca
Getafe;Marbella
Getafe;Mérida
Getafe;Murcia
Getafe;Numancia
Getafe;Osasuna
Getafe;Ourense
Getafe;Oviedo
Getafe;Palamós
Getafe;Palencia
Getafe;Pontevedra
Getafe;Rac. Santander
Getafe;Rayo Vallecano
Getafe;Real Madrid
Getafe;Real Madrid B
Getafe;Real Sociedad
Getafe;Rec. Huelva
Getafe;Sabadell
Getafe;Salamanca
Getafe;Sant Andreu
Getafe;Sestao
Getafe;Sevilla
Getafe;Sporting Gijón
Getafe;Tenerife
Getafe;Terrassa
Getafe;Toledo
Getafe;Univ.Las Palma
Getafe;Valencia
Getafe;Valladolid
Getafe;Villarreal
Getafe;Xerez
Getafe;Zaragoza
Gimn. Tarragon;Alavés
Gimn. Tarragon;Albacete
Gimn. Tarragon;Alcorcón
Gimn. Tarragon;Alcoyano
Gimn. Tarragon;Algeciras
Gimn. Tarragon;Alicante
Gimn. Tarragon;Almería
Gimn. Tarragon;At. Madrid
Gimn. Tarragon;Ath. Bilbao
Gimn. Tarragon;Ath. Bilbao B
Gimn. Tarragon;Badajoz
Gimn. Tarragon;Barakaldo
Gimn. Tarragon;Barcelona
Gimn. Tarragon;Barcelona B
Gimn. Tarragon;Betis
Gimn. Tarragon;Burgos
Gimn. Tarragon;Cádiz
Gimn. Tarragon;Calvo Sotelo
Gimn. Tarragon;Cartagena
Gimn. Tarragon;Castellón
Gimn. Tarragon;Celta
Gimn. Tarragon;Córdoba
Gimn. Tarragon;Cult. Leonesa
Gimn. Tarragon;Dptivo. Coruña
Gimn. Tarragon;Éibar
Gimn. Tarragon;Ejido
Gimn. Tarragon;Elche
Gimn. Tarragon;Ensidesa
Gimn. Tarragon;Espanyol
Gimn. Tarragon;Extremadura
Gimn. Tarragon;Ferrol
Gimn. Tarragon;Getafe
Gimn. Tarragon;Girona
Gimn. Tarragon;Granada
Gimn. Tarragon;Granada 74
Gimn. Tarragon;Guadalajara
Gimn. Tarragon;Hércules
Gimn. Tarragon;Huesca
Gimn. Tarragon;Jaén
Gimn. Tarragon;Las Palmas
Gimn. Tarragon;Leganés
Gimn. Tarragon;Levante
Gimn. Tarragon;Linares
Gimn. Tarragon;Llagostera
Gimn. Tarragon;Lleida
Gimn. Tarragon;Logroñés
Gimn. Tarragon;Lorca
Gimn. Tarragon;Lugo
Gimn. Tarragon;Málaga
Gimn. Tarragon;Málaga (C.D.)
Gimn. Tarragon;Málaga B
Gimn. Tarragon;Mallorca
Gimn. Tarragon;Murcia
Gimn. Tarragon;Numancia
Gimn. Tarragon;Osasuna
Gimn. Tarragon;Ourense
Gimn. Tarragon;Oviedo
Gimn. Tarragon;Palencia
Gimn. Tarragon;Ponferradina
Gimn. Tarragon;Pontevedra
Gimn. Tarragon;Rac. Santander
Gimn. Tarragon;Rayo Vallecano
Gimn. Tarragon;Real Madrid
Gimn. Tarragon;Real Madrid B
Gimn. Tarragon;Real Sociedad
Gimn. Tarragon;Real Unión
Gimn. Tarragon;Rec. Huelva
Gimn. Tarragon;Sabadell
Gimn. Tarragon;Salamanca
Gimn. Tarragon;Sant Andreu
Gimn. Tarragon;Sevilla
Gimn. Tarragon;Sevilla B
Gimn. Tarragon;Sporting Gijón
Gimn. Tarragon;Tenerife
Gimn. Tarragon;Terrassa
Gimn. Tarragon;Valencia
Gimn. Tarragon;Valencia B
Gimn. Tarragon;Valladolid
Gimn. Tarragon;Villarreal
Gimn. Tarragon;Villarreal B
Gimn. Tarragon;Xerez
Gimn. Tarragon;Zaragoza
Girona;Alavés
Girona;Albacete
Girona;Alcorcón
Girona;Alcoyano
Girona;Alicante
Girona;Almería
Girona;Ath. Bilbao B
Girona;Barcelona B
Girona;Betis
Girona;Cádiz
Girona;Cartagena
Girona;Castellón
Girona;Celta
Girona;Córdoba
Girona;Dptivo. Coruña
Girona;Éibar
Girona;Elche
Girona;Gimn. Tarragon
Girona;Granada
Girona;Guadalajara
Girona;Hércules
Girona;Huesca
Girona;Jaén
Girona;Las Palmas
Girona;Leganés
Girona;Levante
Girona;Llagostera
Girona;Lugo
Girona;Mallorca
Girona;Mirandés
Girona;Murcia
Girona;Numancia
Girona;Osasuna
Girona;Ponferradina
Girona;Rac. Santander
Girona;Rayo Vallecano
Girona;Real Madrid B
Girona;Real Sociedad
Girona;Real Unión
Girona;Rec. Huelva
Girona;Sabadell
Girona;Salamanca
Girona;Sevilla B
Girona;Sporting Gijón
Girona;Tenerife
Girona;Valladolid
Girona;Villarreal
Girona;Villarreal B
Girona;Xerez
Girona;Zaragoza
Granada 74;Alavés
Granada 74;Albacete
Granada 74;Algeciras
Granada 74;Almería
Granada 74;Cádiz
Granada 74;Castellón
Granada 74;Celta
Granada 74;Córdoba
Granada 74;Éibar
Granada 74;Ejido
Granada 74;Elche
Granada 74;Ferrol
Granada 74;Getafe
Granada 74;Gimn. Tarragon
Granada 74;Hércules
Granada 74;Las Palmas
Granada 74;Leganés
Granada 74;Levante
Granada 74;Lleida
Granada 74;Lorca
Granada 74;Málaga
Granada 74;Málaga B
Granada 74;Murcia
Granada 74;Numancia
Granada 74;Ponferradina
Granada 74;Pontevedra
Granada 74;Rayo Vallecano
Granada 74;Real Madrid B
Granada 74;Real Sociedad
Granada 74;Rec. Huelva
Granada 74;Salamanca
Granada 74;Sevilla B
Granada 74;Sporting Gijón
Granada 74;Tenerife
Granada 74;Terrassa
Granada 74;Valladolid
Granada 74;Vecindario
Granada 74;Xerez
Granada;Alavés
Granada;Albacete
Granada;Alcorcón
Granada;Algeciras
Granada;Almería
Granada;Almería (A.D.)
Granada;At. Madrid
Granada;At. Madrid B
Granada;Ath. Bilbao
Granada;Ath. Bilbao B
Granada;Barakaldo
Granada;Barcelona
Granada;Barcelona B
Granada;Betis
Granada;Burgos
Granada;Burgos (Real)
Granada;Cádiz
Granada;Calvo Sotelo
Granada;Cartagena
Granada;Cartagena F.C.
Granada;Castellón
Granada;Celta
Granada;Ceuta
Granada;Córdoba
Granada;Dptivo. Coruña
Granada;Éibar
Granada;Elche
Granada;Espanyol
Granada;Ferrol
Granada;Figueres
Granada;Getafe
Granada;Gimn. Tarragon
Granada;Girona
Granada;Hércules
Granada;Huesca
Granada;Jaén
Granada;Las Palmas
Granada;Levante
Granada;Linares
Granada;Lleida
Granada;Logroñés
Granada;Lorca
Granada;Málaga
Granada;Málaga (C.D.)
Granada;Mallorca
Granada;Murcia
Granada;Numancia
Granada;Osasuna
Granada;Oviedo
Granada;Palencia
Granada;Ponferradina
Granada;Pontevedra
Granada;Rac. Santander
Granada;Rayo Vallecano
Granada;Real Madrid
Granada;Real Madrid B
Granada;Real Sociedad
Granada;Rec. Huelva
Granada;Sabadell
Granada;Salamanca
Granada;Sant Andreu
Granada;Sestao
Granada;Sevilla
Granada;Sporting Gijón
Granada;Tenerife
Granada;Terrassa
Granada;Valencia
Granada;Valladolid
Granada;Villarreal
Granada;Villarreal B
Granada;Xerez
Granada;Zaragoza
Guadalajara;Alcorcón
Guadalajara;Alcoyano
Guadalajara;Almería
Guadalajara;Barcelona B
Guadalajara;Cartagena
Guadalajara;Celta
Guadalajara;Córdoba
Guadalajara;Dptivo. Coruña
Guadalajara;Elche
Guadalajara;Gimn. Tarragon
Guadalajara;Girona
Guadalajara;Hércules
Guadalajara;Huesca
Guadalajara;Las Palmas
Guadalajara;Lugo
Guadalajara;Mirandés
Guadalajara;Murcia
Guadalajara;Numancia
Guadalajara;Ponferradina
Guadalajara;Rac. Santander
Guadalajara;Real Madrid B
Guadalajara;Rec. Huelva
Guadalajara;Sabadell
Guadalajara;Sporting Gijón
Guadalajara;Valladolid
Guadalajara;Villarreal
Guadalajara;Villarreal B
Guadalajara;Xerez
Hércules;Alavés
Hércules;Albacete
Hércules;Alcorcón
Hércules;Alcoyano
Hércules;Algeciras
Hércules;Alicante
Hércules;Almería
Hércules;Almería (A.D.)
Hércules;At. Madrid
Hércules;At. Madrid B
Hércules;Ath. Bilbao
Hércules;Ath. Bilbao B
Hércules;Badajoz
Hércules;Barakaldo
Hércules;Barcelona
Hércules;Barcelona B
Hércules;Betis
Hércules;Burgos
Hércules;Burgos (Real)
Hércules;Cádiz
Hércules;Cartagena
Hércules;Cartagena F.C.
Hércules;Castellón
Hércules;Celta
Hércules;Compostela
Hércules;Córdoba
Hércules;Cult. Leonesa
Hércules;Dptivo. Coruña
Hércules;Écija
Hércules;Éibar
Hércules;Ejido
Hércules;Elche
Hércules;Espanyol
Hércules;Extremadura
Hércules;Ferrol
Hércules;Figueres
Hércules;Getafe
Hércules;Gimn. Tarragon
Hércules;Girona
Hércules;Granada
Hércules;Granada 74
Hércules;Guadalajara
Hércules;Huesca
Hércules;Jaén
Hércules;Las Palmas
Hércules;Leganés
Hércules;Levante
Hércules;Linares
Hércules;Lleida
Hércules;Logroñés
Hércules;Lorca
Hércules;Lugo
Hércules;Málaga
Hércules;Málaga (C.D.)
Hércules;Málaga B
Hércules;Mallorca
Hércules;Mallorca B
Hércules;Marbella
Hércules;Mérida
Hércules;Mirandés
Hércules;Murcia
Hércules;Numancia
Hércules;Osasuna
Hércules;Ourense
Hércules;Oviedo
Hércules;Palamós
Hércules;Palencia
Hércules;Ponferradina
Hércules;Pontevedra
Hércules;Rac. Santander
Hércules;Rayo Vallecano
Hércules;Real Madrid
Hércules;Real Madrid B
Hércules;Real Sociedad
Hércules;Real Unión
Hércules;Rec. Huelva
Hércules;Sabadell
Hércules;Salamanca
Hércules;Sant Andreu
Hércules;Sestao
Hércules;Sevilla
Hércules;Sevilla B
Hércules;Sporting Gijón
Hércules;Tenerife
Hércules;Toledo
Hércules;Valencia
Hércules;Valencia B
Hércules;Valladolid
Hércules;Vecindario
Hércules;Villarreal
Hércules;Villarreal B
Hércules;Xerez
Hércules;Zaragoza
Huesca;Alavés
Huesca;Albacete
Huesca;Alcorcón
Huesca;Alcoyano
Huesca;Alicante
Huesca;Almería
Huesca;Barcelona B
Huesca;Betis
Huesca;Cádiz
Huesca;Cartagena
Huesca;Castellón
Huesca;Celta
Huesca;Córdoba
Huesca;Dptivo. Coruña
Huesca;Éibar
Huesca;Elche
Huesca;Gimn. Tarragon
Huesca;Girona
Huesca;Granada
Huesca;Guadalajara
Huesca;Hércules
Huesca;Las Palmas
Huesca;Leganés
Huesca;Levante
Huesca;Lugo
Huesca;Mirandés
Huesca;Murcia
Huesca;Numancia
Huesca;Osasuna
Huesca;Oviedo
Huesca;Ponferradina
Huesca;Rac. Santander
Huesca;Rayo Vallecano
Huesca;Real Madrid B
Huesca;Real Sociedad
Huesca;Real Unión
Huesca;Rec. Huelva
Huesca;Sabadell
Huesca;Salamanca
Huesca;Sevilla B
Huesca;Sporting Gijón
Huesca;Tenerife
Huesca;Valladolid
Huesca;Villarreal
Huesca;Villarreal B
Huesca;Xerez
Huesca;Zaragoza
Jaén;Alavés
Jaén;Albacete
Jaén;Alcorcón
Jaén;Algeciras
Jaén;Almería (A.D.)
Jaén;At. Madrid
Jaén;At. Madrid B
Jaén;Badajoz
Jaén;Barakaldo
Jaén;Barcelona B
Jaén;Betis
Jaén;Burgos
Jaén;Cádiz
Jaén;Calvo Sotelo
Jaén;Castellón
Jaén;Celta
Jaén;Compostela
Jaén;Córdoba
Jaén;Dptivo. Coruña
Jaén;Éibar
Jaén;Ejido
Jaén;Elche
Jaén;Extremadura
Jaén;Ferrol
Jaén;Getafe
Jaén;Gimn. Tarragon
Jaén;Girona
Jaén;Granada
Jaén;Hércules
Jaén;Las Palmas
Jaén;Leganés
Jaén;Levante
Jaén;Lleida
Jaén;Logroñés
Jaén;Lugo
Jaén;Málaga (C.D.)
Jaén;Mallorca
Jaén;Mirandés
Jaén;Murcia
Jaén;Numancia
Jaén;Osasuna
Jaén;Ourense
Jaén;Oviedo
Jaén;Ponferradina
Jaén;Pontevedra
Jaén;Rac. Santander
Jaén;Rayo Vallecano
Jaén;Real Madrid B
Jaén;Rec. Huelva
Jaén;Sabadell
Jaén;Salamanca
Jaén;Sant Andreu
Jaén;Sevilla
Jaén;Sporting Gijón
Jaén;Tenerife
Jaén;Terrassa
Jaén;Toledo
Jaén;Univ.Las Palma
Jaén;Valladolid
Jaén;Villarreal
Jaén;Xerez
Jaén;Zaragoza
Las Palmas;Alavés
Las Palmas;Albacete
Las Palmas;Alcorcón
Las Palmas;Alcoyano
Las Palmas;Algeciras
Las Palmas;Alicante
Las Palmas;Almería
Las Palmas;Almería (A.D.)
Las Palmas;Alzira
Las Palmas;At. Madrid
Las Palmas;At. Madrid B
Las Palmas;Ath. Bilbao
Las Palmas;Ath. Bilbao B
Las Palmas;Avilés
Las Palmas;Badajoz
Las Palmas;Barcelona
Las Palmas;Barcelona B
Las Palmas;Betis
Las Palmas;Burgos
Las Palmas;Burgos (Real)
Las Palmas;Cádiz
Las Palmas;Calvo Sotelo
Las Palmas;Cartagena
Las Palmas;Cartagena F.C.
Las Palmas;Castellón
Las Palmas;Celta
Las Palmas;Compostela
Las Palmas;Córdoba
Las Palmas;Dptivo. Coruña
Las Palmas;Écija
Las Palmas;Éibar
Las Palmas;Ejido
Las Palmas;Elche
Las Palmas;Espanyol
Las Palmas;Extremadura
Las Palmas;Ferrol
Las Palmas;Figueres
Las Palmas;Getafe
Las Palmas;Gimn. Tarragon
Las Palmas;Girona
Las Palmas;Granada
Las Palmas;Granada 74
Las Palmas;Guadalajara
Las Palmas;Hércules
Las Palmas;Huesca
Las Palmas;Jaén
Las Palmas;Leganés
Las Palmas;Levante
Las Palmas;Linares
Las Palmas;Llagostera
Las Palmas;Lleida
Las Palmas;Logroñés
Las Palmas;Lorca
Las Palmas;Lugo
Las Palmas;Málaga
Las Palmas;Málaga (C.D.)
Las Palmas;Málaga B
Las Palmas;Mallorca
Las Palmas;Mallorca B
Las Palmas;Mérida
Las Palmas;Mirandés
Las Palmas;Mollerussa
Las Palmas;Murcia
Las Palmas;Numancia
Las Palmas;Orihuela
Las Palmas;Osasuna
Las Palmas;Ourense
Las Palmas;Oviedo
Las Palmas;Palamós
Las Palmas;Palencia
Las Palmas;Ponferradina
Las Palmas;Rac. Santander
Las Palmas;Rayo Vallecano
Las Palmas;Real Madrid
Las Palmas;Real Madrid B
Las Palmas;Real Sociedad
Las Palmas;Real Unión
Las Palmas;Rec. Huelva
Las Palmas;Sabadell
Las Palmas;Salamanca
Las Palmas;Sestao
Las Palmas;Sevilla
Las Palmas;Sevilla B
Las Palmas;Sporting Gijón
Las Palmas;Tenerife
Las Palmas;Terrassa
Las Palmas;Toledo
Las Palmas;Valencia
Las Palmas;Valladolid
Las Palmas;Vecindario
Las Palmas;Villarreal
Las Palmas;Villarreal B
Las Palmas;Xerez
Las Palmas;Zaragoza
Leganés;Alavés
Leganés;Albacete
Leganés;Alcorcón
Leganés;Algeciras
Leganés;Almería
Leganés;At. Madrid
Leganés;At. Madrid B
Leganés;Ath. Bilbao B
Leganés;Badajoz
Leganés;Barcelona B
Leganés;Betis
Leganés;Burgos
Leganés;Burgos (Real)
Leganés;Cádiz
Leganés;Castellón
Leganés;Compostela
Leganés;Córdoba
Leganés;Écija
Leganés;Éibar
Leganés;Ejido
Leganés;Elche
Leganés;Espanyol
Leganés;Extremadura
Leganés;Ferrol
Leganés;Getafe
Leganés;Gimn. Tarragon
Leganés;Girona
Leganés;Granada 74
Leganés;Hércules
Leganés;Jaén
Leganés;Las Palmas
Leganés;Levante
Leganés;Llagostera
Leganés;Lleida
Leganés;Logroñés
Leganés;Lugo
Leganés;Málaga
Leganés;Málaga B
Leganés;Mallorca
Leganés;Mallorca B
Leganés;Marbella
Leganés;Mérida
Leganés;Mirandés
Leganés;Murcia
Leganés;Numancia
Leganés;Osasuna
Leganés;Ourense
Leganés;Oviedo
Leganés;Palamós
Leganés;Ponferradina
Leganés;Rac. Santander
Leganés;Rayo Vallecano
Leganés;Real Madrid B
Leganés;Rec. Huelva
Leganés;Sabadell
Leganés;Salamanca
Leganés;Sestao
Leganés;Sevilla
Leganés;Sporting Gijón
Leganés;Tenerife
Leganés;Terrassa
Leganés;Toledo
Leganés;Univ.Las Palma
Leganés;Valladolid
Leganés;Villarreal
Leganés;Xerez
Leganés;Zaragoza
Levante;Alavés
Levante;Albacete
Levante;Algeciras
Levante;Alicante
Levante;Almería
Levante;Almería (A.D.)
Levante;At. Madrid
Levante;At. Madrid B
Levante;Ath. Bilbao
Levante;Ath. Bilbao B
Levante;Avilés
Levante;Badajoz
Levante;Barakaldo
Levante;Barcelona
Levante;Barcelona B
Levante;Betis
Levante;Burgos
Levante;Burgos (Real)
Levante;Cádiz
Levante;Calvo Sotelo
Levante;Cartagena
Levante;Castellón
Levante;Celta
Levante;Ceuta
Levante;Compostela
Levante;Córdoba
Levante;Dptivo. Coruña
Levante;Écija
Levante;Éibar
Levante;Ejido
Levante;Elche
Levante;Espanyol
Levante;Extremadura
Levante;Ferrol
Levante;Figueres
Levante;Getafe
Levante;Gimn. Tarragon
Levante;Girona
Levante;Granada
Levante;Granada 74
Levante;Hércules
Levante;Huesca
Levante;Jaén
Levante;Las Palmas
Levante;Leganés
Levante;Linares
Levante;Lleida
Levante;Logroñés
Levante;Lorca
Levante;Málaga
Levante;Málaga (C.D.)
Levante;Málaga B
Levante;Mallorca
Levante;Mérida
Levante;Murcia
Levante;Numancia
Levante;Orihuela
Levante;Osasuna
Levante;Ourense
Levante;Oviedo
Levante;Palamós
Levante;Palencia
Levante;Pontevedra
Levante;Rac. Santander
Levante;Rayo Vallecano
Levante;Real Madrid
Levante;Real Madrid B
Levante;Real Sociedad
Levante;Real Unión
Levante;Rec. Huelva
Levante;Sabadell
Levante;Salamanca
Levante;Sant Andreu
Levante;Sestao
Levante;Sevilla
Levante;Sevilla B
Levante;Sporting Gijón
Levante;Tenerife
Levante;Terrassa
Levante;Toledo
Levante;Univ.Las Palma
Levante;Valencia
Levante;Valladolid
Levante;Villarreal
Levante;Villarreal B
Levante;Xerez
Levante;Zaragoza
Linares;Alavés
Linares;Algeciras
Linares;Almería (A.D.)
Linares;At. Madrid B
Linares;Ath. Bilbao B
Linares;Barakaldo
Linares;Barcelona B
Linares;Betis
Linares;Burgos
Linares;Cádiz
Linares;Cartagena F.C.
Linares;Castellón
Linares;Celta
Linares;Ceuta
Linares;Córdoba
Linares;Dptivo. Coruña
Linares;Elche
Linares;Getafe
Linares;Gimn. Tarragon
Linares;Granada
Linares;Hércules
Linares;Las Palmas
Linares;Levante
Linares;Málaga (C.D.)
Linares;Mallorca
Linares;Murcia
Linares;Osasuna
Linares;Ourense
Linares;Oviedo
Linares;Palencia
Linares;Rac. Santander
Linares;Rayo Vallecano
Linares;Real Madrid B
Linares;Rec. Huelva
Linares;Sabadell
Linares;Salamanca
Linares;Sant Andreu
Linares;Sevilla
Linares;Tenerife
Linares;Valladolid
Linares;Xerez
Llagostera;Alavés
Llagostera;Albacete
Llagostera;Alcorcón
Llagostera;Barcelona B
Llagostera;Betis
Llagostera;Elche
Llagostera;Girona
Llagostera;Huesca
Llagostera;Las Palmas
Llagostera;Leganés
Llagostera;Lugo
Llagostera;Mallorca
Llagostera;Mirandés
Llagostera;Numancia
Llagostera;Osasuna
Llagostera;Ponferradina
Llagostera;Rac. Santander
Llagostera;Rec. Huelva
Llagostera;Sabadell
Llagostera;Sporting Gijón
Llagostera;Tenerife
Llagostera;Valladolid
Llagostera;Zaragoza
Lleida;Alavés
Lleida;Albacete
Lleida;Almería
Lleida;Alzira
Lleida;At. Madrid
Lleida;At. Madrid B
Lleida;Ath. Bilbao
Lleida;Ath. Bilbao B
Lleida;Avilés
Lleida;Badajoz
Lleida;Barcelona
Lleida;Barcelona B
Lleida;Betis
Lleida;Burgos (Real)
Lleida;Cádiz
Lleida;Cartagena F.C.
Lleida;Castellón
Lleida;Celta
Lleida;Compostela
Lleida;Córdoba
Lleida;Dptivo. Coruña
Lleida;Écija
Lleida;Éibar
Lleida;Ejido
Lleida;Elche
Lleida;Extremadura
Lleida;Ferrol
Lleida;Figueres
Lleida;Getafe
Lleida;Gimn. Tarragon
Lleida;Granada
Lleida;Granada 74
Lleida;Hércules
Lleida;Jaén
Lleida;Las Palmas
Lleida;Leganés
Lleida;Levante
Lleida;Logroñés
Lleida;Lorca
Lleida;Lugo
Lleida;Málaga
Lleida;Málaga (C.D.)
Lleida;Málaga B
Lleida;Mallorca
Lleida;Mallorca B
Lleida;Marbella
Lleida;Mérida
Lleida;Mollerussa
Lleida;Murcia
Lleida;Numancia
Lleida;Orihuela
Lleida;Osasuna
Lleida;Ourense
Lleida;Oviedo
Lleida;Palamós
Lleida;Pontevedra
Lleida;Rac. Santander
Lleida;Rayo Vallecano
Lleida;Real Madrid
Lleida;Real Madrid B
Lleida;Real Sociedad
Lleida;Rec. Huelva
Lleida;Sabadell
Lleida;Salamanca
Lleida;Sestao
Lleida;Sevilla
Lleida;Sporting Gijón
Lleida;Tenerife
Lleida;Terrassa
Lleida;Toledo
Lleida;Univ.Las Palma
Lleida;Valencia
Lleida;Valladolid
Lleida;Villarreal
Lleida;Xerez
Lleida;Zaragoza
Logroñés;Alavés
Logroñés;Albacete
Logroñés;Almería
Logroñés;At. Madrid
Logroñés;At. Madrid B
Logroñés;Ath. Bilbao
Logroñés;Ath. Bilbao B
Logroñés;Badajoz
Logroñés;Barakaldo
Logroñés;Barcelona
Logroñés;Barcelona B
Logroñés;Betis
Logroñés;Burgos (Real)
Logroñés;Cádiz
Logroñés;Calvo Sotelo
Logroñés;Cartagena F.C.
Logroñés;Castellón
Logroñés;Celta
Logroñés;Compostela
Logroñés;Córdoba
Logroñés;Cult. Leonesa
Logroñés;Dptivo. Coruña
Logroñés;Écija
Logroñés;Éibar
Logroñés;Elche
Logroñés;Espanyol
Logroñés;Extremadura
Logroñés;Figueres
Logroñés;Getafe
Logroñés;Gimn. Tarragon
Logroñés;Granada
Logroñés;Hércules
Logroñés;Jaén
Logroñés;Las Palmas
Logroñés;Leganés
Logroñés;Levante
Logroñés;Lleida
Logroñés;Lorca
Logroñés;Málaga
Logroñés;Málaga (C.D.)
Logroñés;Mallorca
Logroñés;Mallorca B
Logroñés;Marbella
Logroñés;Mérida
Logroñés;Murcia
Logroñés;Numancia
Logroñés;Osasuna
Logroñés;Ourense
Logroñés;Oviedo
Logroñés;Pontevedra
Logroñés;Rac. Santander
Logroñés;Rayo Vallecano
Logroñés;Real Madrid
Logroñés;Real Madrid B
Logroñés;Real Sociedad
Logroñés;Rec. Huelva
Logroñés;Sabadell
Logroñés;Salamanca
Logroñés;Sant Andreu
Logroñés;Sestao
Logroñés;Sevilla
Logroñés;Sporting Gijón
Logroñés;Tenerife
Logroñés;Toledo
Logroñés;Valencia
Logroñés;Valencia B
Logroñés;Valladolid
Logroñés;Villarreal
Logroñés;Xerez
Logroñés;Zaragoza
Logroñés;Zaragoza B
Lorca;Alavés
Lorca;Albacete
Lorca;Almería
Lorca;At. Madrid B
Lorca;Ath. Bilbao B
Lorca;Barcelona B
Lorca;Cádiz
Lorca;Calvo Sotelo
Lorca;Cartagena F.C.
Lorca;Castellón
Lorca;Celta
Lorca;Dptivo. Coruña
Lorca;Éibar
Lorca;Ejido
Lorca;Elche
Lorca;Ferrol
Lorca;Gimn. Tarragon
Lorca;Granada
Lorca;Granada 74
Lorca;Hércules
Lorca;Las Palmas
Lorca;Levante
Lorca;Lleida
Lorca;Logroñés
Lorca;Málaga
Lorca;Málaga B
Lorca;Mallorca
Lorca;Murcia
Lorca;Numancia
Lorca;Oviedo
Lorca;Ponferradina
Lorca;Real Madrid B
Lorca;Rec. Huelva
Lorca;Sabadell
Lorca;Salamanca
Lorca;Sporting Gijón
Lorca;Tenerife
Lorca;Valladolid
Lorca;Vecindario
Lorca;Xerez
Lugo;Alavés
Lugo;Albacete
Lugo;Alcorcón
Lugo;Almería
Lugo;Ath. Bilbao B
Lugo;Badajoz
Lugo;Barcelona B
Lugo;Betis
Lugo;Castellón
Lugo;Compostela
Lugo;Córdoba
Lugo;Dptivo. Coruña
Lugo;Éibar
Lugo;Elche
Lugo;Figueres
Lugo;Girona
Lugo;Guadalajara
Lugo;Hércules
Lugo;Huesca
Lugo;Jaén
Lugo;Las Palmas
Lugo;Leganés
Lugo;Llagostera
Lugo;Lleida
Lugo;Mallorca
Lugo;Marbella
Lugo;Mérida
Lugo;Mirandés
Lugo;Murcia
Lugo;Numancia
Lugo;Osasuna
Lugo;Oviedo
Lugo;Palamós
Lugo;Ponferradina
Lugo;Rac. Santander
Lugo;Real Madrid B
Lugo;Rec. Huelva
Lugo;Sabadell
Lugo;Sestao
Lugo;Sporting Gijón
Lugo;Tenerife
Lugo;Valladolid
Lugo;Villarreal
Lugo;Xerez
Lugo;Zaragoza
