JORNADA;EQUIPO_VISITANTE
42;Ponferradina
42;Rac. Santander
42;Rayo Vallecano
42;Real Madrid
42;Real Madrid B
42;Real Sociedad
42;Rec. Huelva
42;Sabadell
42;Salamanca
42;Sestao
42;Sevilla
42;Sevilla B
42;Sporting Gijón
42;Tenerife
42;Toledo
42;Univ.Las Palma
42;Valencia
42;Valladolid
42;Vecindario
42;Villarreal
42;Villarreal B
42;Xerez
42;Zaragoza
43;Ath. Bilbao B
43;Barcelona
43;Barcelona B
43;Betis
43;Cádiz
43;Dptivo. Coruña
43;Hércules
43;Las Palmas
43;Mallorca
43;Murcia
43;Osasuna
43;Oviedo
43;Rayo Vallecano
43;Real Madrid
43;Real Sociedad
43;Sestao
43;Valencia
43;Xerez
44;At. Madrid
44;Ath. Bilbao
44;Cartagena F.C.
44;Castellón
44;Celta
44;Elche
44;Espanyol
44;Figueres
44;Logroñés
44;Málaga (C.D.)
44;Rac. Santander
44;Real Madrid B
44;Rec. Huelva
44;Sabadell
44;Sevilla
44;Sporting Gijón
44;Valladolid
44;Zaragoza
4;Alavés
4;Albacete
4;Alcorcón
4;Algeciras
4;Alicante
4;Almería
4;Almería (A.D.)
4;Alzira
4;At. Madrid
4;At. Madrid B
4;Ath. Bilbao
4;Ath. Bilbao B
4;Avilés
4;Badajoz
4;Barakaldo
4;Barcelona
4;Barcelona B
4;Betis
4;Burgos
4;Burgos (Real)
4;Cádiz
4;Calvo Sotelo
4;Cartagena
4;Cartagena F.C.
4;Castellón
4;Celta
4;Ceuta
4;Compostela
4;Córdoba
4;Cult. Leonesa
4;Dptivo. Coruña
4;Écija
4;Éibar
4;Ejido
4;Elche
4;Espanyol
4;Extremadura
4;Ferrol
4;Figueres
4;Getafe
4;Gimn. Tarragon
4;Girona
4;Granada
4;Granada 74
4;Hércules
4;Huesca
4;Jaén
4;Las Palmas
4;Leganés
4;Levante
4;Linares
4;Llagostera
4;Lleida
4;Logroñés
4;Lorca
4;Lugo
4;Málaga
4;Málaga (C.D.)
4;Málaga B
4;Mallorca
4;Mallorca B
4;Marbella
4;Mérida
4;Mirandés
4;Murcia
4;Numancia
4;Orihuela
4;Osasuna
4;Ourense
4;Oviedo
4;Palencia
4;Ponferradina
4;Pontevedra
4;Rac. Santander
4;Rayo Vallecano
4;Real Madrid
4;Real Madrid B
4;Real Sociedad
4;Real Unión
4;Rec. Huelva
4;Sabadell
4;Salamanca
4;Sant Andreu
4;Sestao
4;Sevilla
4;Sevilla B
4;Sporting Gijón
4;Tenerife
4;Terrassa
4;Toledo
4;Valencia
4;Valencia B
4;Valladolid
4;Villarreal
4;Villarreal B
4;Xerez
4;Zaragoza
5;Alavés
5;Albacete
5;Alcorcón
5;Alcoyano
5;Algeciras
5;Almería
5;Almería (A.D.)
5;At. Madrid
5;At. Madrid B
5;Ath. Bilbao
5;Ath. Bilbao B
5;Avilés
5;Badajoz
5;Barakaldo
5;Barcelona
5;Barcelona B
5;Betis
5;Burgos
5;Burgos (Real)
5;Cádiz
5;Calvo Sotelo
5;Cartagena
5;Cartagena F.C.
5;Castellón
5;Celta
5;Compostela
5;Córdoba
5;Cult. Leonesa
5;Dptivo. Coruña
5;Écija
5;Éibar
5;Ejido
5;Elche
5;Ensidesa
5;Espanyol
5;Extremadura
5;Ferrol
5;Figueres
5;Getafe
5;Gimn. Tarragon
5;Girona
5;Granada
5;Granada 74
5;Guadalajara
5;Hércules
5;Huesca
5;Jaén
5;Las Palmas
5;Leganés
5;Levante
5;Linares
5;Llagostera
5;Lleida
5;Logroñés
5;Lorca
5;Lugo
5;Málaga
5;Málaga (C.D.)
5;Málaga B
5;Mallorca
5;Marbella
5;Mérida
5;Mirandés
5;Mollerussa
5;Murcia
5;Numancia
5;Osasuna
5;Ourense
5;Oviedo
5;Palamós
5;Palencia
5;Ponferradina
5;Pontevedra
5;Rac. Santander
5;Rayo Vallecano
5;Real Madrid
5;Real Madrid B
5;Real Sociedad
5;Real Unión
5;Rec. Huelva
5;Sabadell
5;Salamanca
5;Sant Andreu
5;Sestao
5;Sevilla
5;Sevilla B
5;Sporting Gijón
5;Tenerife
5;Terrassa
5;Toledo
5;Univ.Las Palma
5;Valencia
5;Valladolid
5;Vecindario
5;Villarreal
5;Villarreal B
5;Xerez
5;Zaragoza
5;Zaragoza B
6;Alavés
6;Albacete
6;Alcorcón
6;Algeciras
6;Alicante
6;Almería
6;Almería (A.D.)
6;Alzira
6;At. Madrid
6;At. Madrid B
6;Ath. Bilbao
6;Ath. Bilbao B
6;Avilés
6;Badajoz
6;Barakaldo
6;Barcelona
6;Barcelona B
6;Betis
6;Burgos
6;Burgos (Real)
6;Cádiz
6;Calvo Sotelo
6;Cartagena
6;Cartagena F.C.
6;Castellón
6;Celta
6;Ceuta
6;Compostela
6;Córdoba
6;Cult. Leonesa
6;Dptivo. Coruña
6;Écija
6;Éibar
6;Ejido
6;Elche
6;Espanyol
6;Extremadura
6;Ferrol
6;Figueres
6;Getafe
6;Gimn. Tarragon
6;Girona
6;Granada
6;Granada 74
6;Hércules
6;Huesca
6;Jaén
6;Las Palmas
6;Leganés
6;Levante
6;Linares
6;Llagostera
6;Lleida
6;Logroñés
6;Lorca
6;Lugo
6;Málaga
6;Málaga (C.D.)
6;Málaga B
6;Mallorca
6;Mallorca B
6;Marbella
6;Mérida
6;Mirandés
6;Murcia
6;Numancia
6;Orihuela
6;Osasuna
6;Ourense
6;Oviedo
6;Palamós
6;Palencia
6;Ponferradina
6;Pontevedra
6;Rac. Santander
6;Rayo Vallecano
6;Real Madrid
6;Real Madrid B
6;Real Sociedad
6;Rec. Huelva
6;Sabadell
6;Salamanca
6;Sant Andreu
6;Sestao
6;Sevilla
6;Sevilla B
6;Sporting Gijón
6;Tenerife
6;Terrassa
6;Toledo
6;Valencia
6;Valencia B
6;Valladolid
6;Villarreal
6;Villarreal B
6;Xerez
6;Zaragoza
7;Alavés
7;Albacete
7;Alcorcón
7;Alcoyano
7;Algeciras
7;Almería
7;Almería (A.D.)
7;At. Madrid
7;At. Madrid B
7;Ath. Bilbao
7;Ath. Bilbao B
7;Avilés
7;Badajoz
7;Barakaldo
7;Barcelona
7;Barcelona B
7;Betis
7;Burgos
7;Burgos (Real)
7;Cádiz
7;Calvo Sotelo
7;Cartagena
7;Cartagena F.C.
7;Castellón
7;Celta
7;Compostela
7;Córdoba
7;Cult. Leonesa
7;Dptivo. Coruña
7;Écija
7;Éibar
7;Ejido
7;Elche
7;Ensidesa
7;Espanyol
7;Extremadura
7;Ferrol
7;Figueres
7;Getafe
7;Gimn. Tarragon
7;Girona
7;Granada
7;Granada 74
7;Guadalajara
7;Hércules
7;Huesca
7;Jaén
7;Las Palmas
7;Leganés
7;Levante
7;Linares
7;Llagostera
7;Lleida
7;Logroñés
7;Lorca
7;Lugo
7;Málaga
7;Málaga (C.D.)
7;Málaga B
7;Mallorca
7;Mallorca B
7;Marbella
7;Mérida
7;Mirandés
7;Mollerussa
7;Murcia
7;Numancia
7;Osasuna
7;Ourense
7;Oviedo
7;Palamós
7;Palencia
7;Ponferradina
7;Pontevedra
7;Rac. Santander
7;Rayo Vallecano
7;Real Madrid
7;Real Madrid B
7;Real Sociedad
7;Real Unión
7;Rec. Huelva
7;Sabadell
7;Salamanca
7;Sant Andreu
7;Sestao
7;Sevilla
7;Sevilla B
7;Sporting Gijón
7;Tenerife
7;Terrassa
7;Toledo
7;Univ.Las Palma
7;Valencia
7;Valencia B
7;Valladolid
7;Vecindario
7;Villarreal
7;Villarreal B
7;Xerez
7;Zaragoza
7;Zaragoza B
8;Alavés
8;Albacete
8;Alcorcón
8;Algeciras
8;Alicante
8;Almería
8;Almería (A.D.)
8;Alzira
8;At. Madrid
8;At. Madrid B
8;Ath. Bilbao
8;Ath. Bilbao B
8;Badajoz
8;Barakaldo
8;Barcelona
8;Barcelona B
8;Betis
8;Burgos
8;Burgos (Real)
8;Cádiz
8;Calvo Sotelo
8;Cartagena
8;Cartagena F.C.
8;Castellón
8;Celta
8;Ceuta
8;Compostela
8;Córdoba
8;Cult. Leonesa
8;Dptivo. Coruña
8;Éibar
8;Ejido
8;Elche
8;Espanyol
8;Extremadura
8;Ferrol
8;Figueres
8;Getafe
8;Gimn. Tarragon
8;Girona
8;Granada
8;Granada 74
8;Hércules
8;Huesca
8;Jaén
8;Las Palmas
8;Leganés
8;Levante
8;Linares
8;Llagostera
8;Lleida
8;Logroñés
8;Lorca
8;Lugo
8;Málaga
8;Málaga (C.D.)
8;Málaga B
8;Mallorca
8;Marbella
8;Mérida
8;Mirandés
8;Murcia
8;Numancia
8;Orihuela
8;Osasuna
8;Ourense
8;Oviedo
8;Palamós
8;Palencia
8;Ponferradina
8;Pontevedra
8;Rac. Santander
8;Rayo Vallecano
8;Real Madrid
8;Real Madrid B
8;Real Sociedad
8;Rec. Huelva
8;Sabadell
8;Salamanca
8;Sant Andreu
8;Sestao
8;Sevilla
8;Sevilla B
8;Sporting Gijón
8;Tenerife
8;Terrassa
8;Toledo
8;Valencia
8;Valladolid
8;Villarreal
8;Villarreal B
8;Xerez
8;Zaragoza
9;Alavés
9;Albacete
9;Alcorcón
9;Alcoyano
9;Algeciras
9;Alicante
9;Almería
9;Almería (A.D.)
9;At. Madrid
9;At. Madrid B
9;Ath. Bilbao
9;Ath. Bilbao B
9;Avilés
9;Badajoz
9;Barakaldo
9;Barcelona
9;Barcelona B
9;Betis
9;Burgos
9;Burgos (Real)
9;Cádiz
9;Calvo Sotelo
9;Cartagena
9;Cartagena F.C.
9;Castellón
9;Celta
9;Compostela
9;Córdoba
9;Dptivo. Coruña
9;Écija
9;Éibar
9;Ejido
9;Elche
9;Ensidesa
9;Espanyol
9;Extremadura
9;Ferrol
9;Figueres
9;Getafe
9;Gimn. Tarragon
9;Girona
9;Granada
9;Granada 74
9;Guadalajara
9;Hércules
9;Huesca
9;Jaén
9;Las Palmas
9;Leganés
9;Levante
9;Linares
9;Lleida
9;Logroñés
9;Lorca
9;Lugo
9;Málaga
9;Málaga (C.D.)
9;Málaga B
9;Mallorca
9;Mallorca B
9;Marbella
9;Mérida
9;Mirandés
9;Mollerussa
9;Murcia
9;Numancia
9;Osasuna
9;Ourense
9;Oviedo
9;Palamós
9;Palencia
9;Ponferradina
9;Pontevedra
9;Rac. Santander
9;Rayo Vallecano
9;Real Madrid
9;Real Madrid B
9;Real Sociedad
9;Real Unión
9;Rec. Huelva
9;Sabadell
9;Salamanca
9;Sant Andreu
9;Sestao
9;Sevilla
9;Sevilla B
9;Sporting Gijón
9;Tenerife
9;Terrassa
9;Toledo
9;Univ.Las Palma
9;Valencia
9;Valencia B
9;Valladolid
9;Vecindario
9;Villarreal
9;Villarreal B
9;Xerez
9;Zaragoza
9;Zaragoza B
