EQUIPO_LOCAL;EQUIPO_VISITANTE;GOLES_LOCAL;GOLES_VISITANTE;Estadio;idJor;idPar;
Dptivo. Coruña;Tenerife;1;0;Abanca-Riazor;1997201;18394;
Dptivo. Coruña;Tenerife;1;1;Abanca-Riazor;1991021;13468;
Dptivo. Coruña;Tenerife;1;1;Abanca-Riazor;1995251;16778;
Dptivo. Coruña;Tenerife;1;1;Abanca-Riazor;2013322;32423;
Dptivo. Coruña;Tenerife;1;3;Abanca-Riazor;1988042;11574;
Dptivo. Coruña;Tenerife;2;0;Abanca-Riazor;1993341;15317;
Dptivo. Coruña;Tenerife;2;0;Abanca-Riazor;1998261;19302;
Dptivo. Coruña;Tenerife;2;1;Abanca-Riazor;1985382;9598;
Dptivo. Coruña;Tenerife;2;2;Abanca-Riazor;1977052;3779;
Dptivo. Coruña;Tenerife;2;2;Abanca-Riazor;1984022;8552;
Dptivo. Coruña;Tenerife;2;2;Abanca-Riazor;1992251;14464;
Dptivo. Coruña;Tenerife;3;0;Abanca-Riazor;1987282;11053;
Dptivo. Coruña;Tenerife;3;1;Abanca-Riazor;2001311;21880;
Dptivo. Coruña;Tenerife;3;1;Abanca-Riazor;2009251;28556;
Dptivo. Coruña;Tenerife;4;1;Abanca-Riazor;1994281;16023;
Dptivo. Coruña;Tenerife;4;2;Abanca-Riazor;1975082;2438;
Dptivo. Coruña;Terrassa;1;0;Abanca-Riazor;1976142;3185;
Dptivo. Coruña;Terrassa;1;0;Abanca-Riazor;1978222;4636;
Dptivo. Coruña;Terrassa;1;3;Abanca-Riazor;1977182;3909;
Dptivo. Coruña;Terrassa;2;0;Abanca-Riazor;1975242;2598;
Dptivo. Coruña;Valencia;0;0;Abanca-Riazor;1992121;14333;
Dptivo. Coruña;Valencia;0;0;Abanca-Riazor;1993381;15358;
Dptivo. Coruña;Valencia;0;0;Abanca-Riazor;2009151;28455;
Dptivo. Coruña;Valencia;0;1;Abanca-Riazor;1991201;13648;
Dptivo. Coruña;Valencia;0;1;Abanca-Riazor;2005221;25157;
Dptivo. Coruña;Valencia;0;2;Abanca-Riazor;2010381;29526;
Dptivo. Coruña;Valencia;1;0;Abanca-Riazor;1996161;17526;
Dptivo. Coruña;Valencia;1;0;Abanca-Riazor;1998021;19062;
Dptivo. Coruña;Valencia;1;0;Abanca-Riazor;2001161;21729;
Dptivo. Coruña;Valencia;1;1;Abanca-Riazor;1972051;41;
Dptivo. Coruña;Valencia;1;1;Abanca-Riazor;1986312;10274;
Dptivo. Coruña;Valencia;1;1;Abanca-Riazor;2008241;27703;
Dptivo. Coruña;Valencia;1;1;Abanca-Riazor;2015211;33598;
Dptivo. Coruña;Valencia;1;2;Abanca-Riazor;1997361;18555;
Dptivo. Coruña;Valencia;1;2;Abanca-Riazor;2002341;22752;
Dptivo. Coruña;Valencia;1;2;Abanca-Riazor;2006331;26109;
Dptivo. Coruña;Valencia;1;5;Abanca-Riazor;2004041;24137;
Dptivo. Coruña;Valencia;2;0;Abanca-Riazor;1999281;20167;
Dptivo. Coruña;Valencia;2;0;Abanca-Riazor;2000181;20907;
Dptivo. Coruña;Valencia;2;1;Abanca-Riazor;2003081;23333;
Dptivo. Coruña;Valencia;2;3;Abanca-Riazor;2012211;31055;
Dptivo. Coruña;Valencia;2;4;Abanca-Riazor;2007081;26703;
Dptivo. Coruña;Valencia;3;0;Abanca-Riazor;1995011;16515;
Dptivo. Coruña;Valencia;3;0;Abanca-Riazor;2014081;32622;
Dptivo. Coruña;Valencia;3;1;Abanca-Riazor;1994081;15823;
Dptivo. Coruña;Valladolid;0;0;Abanca-Riazor;1993291;15266;
Dptivo. Coruña;Valladolid;0;0;Abanca-Riazor;2012161;31004;
Dptivo. Coruña;Valladolid;0;2;Abanca-Riazor;1996401;17789;
Dptivo. Coruña;Valladolid;0;2;Abanca-Riazor;2009271;28575;
Dptivo. Coruña;Valladolid;1;0;Abanca-Riazor;1975182;2538;
Dptivo. Coruña;Valladolid;1;0;Abanca-Riazor;1991041;13488;
Dptivo. Coruña;Valladolid;1;0;Abanca-Riazor;2008341;27803;
Dptivo. Coruña;Valladolid;1;1;Abanca-Riazor;1977362;4089;
Dptivo. Coruña;Valladolid;1;1;Abanca-Riazor;2003331;23586;
Dptivo. Coruña;Valladolid;1;1;Abanca-Riazor;2011372;30784;
Dptivo. Coruña;Valladolid;1;2;Abanca-Riazor;2000361;21088;
Dptivo. Coruña;Valladolid;1;3;Abanca-Riazor;1997061;18254;
Dptivo. Coruña;Valladolid;2;0;Abanca-Riazor;1976282;3324;
Dptivo. Coruña;Valladolid;2;0;Abanca-Riazor;1978282;4695;
Dptivo. Coruña;Valladolid;2;0;Abanca-Riazor;1999031;19917;
Dptivo. Coruña;Valladolid;2;0;Abanca-Riazor;2002031;22441;
Dptivo. Coruña;Valladolid;2;1;Abanca-Riazor;1973222;1206;
Dptivo. Coruña;Valladolid;2;1;Abanca-Riazor;1979112;5210;
Dptivo. Coruña;Valladolid;3;0;Abanca-Riazor;1998311;19350;
Dptivo. Coruña;Valladolid;3;1;Abanca-Riazor;1995141;16658;
Dptivo. Coruña;Valladolid;3;1;Abanca-Riazor;2007211;26831;
Dptivo. Coruña;Valladolid;4;0;Abanca-Riazor;1994121;15863;
Dptivo. Coruña;Valladolid;4;0;Abanca-Riazor;2001011;21578;
Dptivo. Coruña;Villarreal B;1;0;Abanca-Riazor;2011212;30609;
Dptivo. Coruña;Villarreal;0;0;Abanca-Riazor;2001251;21819;
Dptivo. Coruña;Villarreal;0;1;Abanca-Riazor;2003131;23386;
Dptivo. Coruña;Villarreal;0;2;Abanca-Riazor;2005131;25069;
Dptivo. Coruña;Villarreal;0;2;Abanca-Riazor;2007381;27000;
Dptivo. Coruña;Villarreal;1;0;Abanca-Riazor;2009051;28356;
Dptivo. Coruña;Villarreal;1;0;Abanca-Riazor;2010231;29377;
Dptivo. Coruña;Villarreal;1;1;Abanca-Riazor;2004311;24406;
Dptivo. Coruña;Villarreal;1;1;Abanca-Riazor;2014351;32891;
Dptivo. Coruña;Villarreal;1;2;Abanca-Riazor;2015181;33568;
Dptivo. Coruña;Villarreal;2;0;Abanca-Riazor;2006031;25809;
Dptivo. Coruña;Villarreal;2;1;Abanca-Riazor;1998111;19150;
Dptivo. Coruña;Villarreal;2;1;Abanca-Riazor;2002251;22661;
Dptivo. Coruña;Villarreal;3;0;Abanca-Riazor;2008211;27675;
Dptivo. Coruña;Villarreal;4;2;Abanca-Riazor;2000281;21008;
Dptivo. Coruña;Xerez;0;0;Abanca-Riazor;1987252;11021;
Dptivo. Coruña;Xerez;0;0;Abanca-Riazor;1988202;11735;
Dptivo. Coruña;Xerez;2;0;Abanca-Riazor;1982332;7490;
Dptivo. Coruña;Xerez;2;0;Abanca-Riazor;1986332;10292;
Dptivo. Coruña;Xerez;2;0;Abanca-Riazor;1990122;13184;
Dptivo. Coruña;Xerez;2;1;Abanca-Riazor;1989182;12480;
Dptivo. Coruña;Xerez;2;1;Abanca-Riazor;2009231;28537;
Dptivo. Coruña;Xerez;2;1;Abanca-Riazor;2011192;30587;
Dptivo. Coruña;Zaragoza B;3;0;Abanca-Riazor;1985052;9267;
Dptivo. Coruña;Zaragoza;0;0;Abanca-Riazor;1972201;174;
Dptivo. Coruña;Zaragoza;0;0;Abanca-Riazor;2010011;29157;
Dptivo. Coruña;Zaragoza;0;1;Abanca-Riazor;2009351;28655;
Dptivo. Coruña;Zaragoza;1;0;Abanca-Riazor;1992341;14553;
Dptivo. Coruña;Zaragoza;1;0;Abanca-Riazor;1996321;17703;
Dptivo. Coruña;Zaragoza;1;0;Abanca-Riazor;2001271;21839;
Dptivo. Coruña;Zaragoza;1;1;Abanca-Riazor;1977012;3739;
Dptivo. Coruña;Zaragoza;1;1;Abanca-Riazor;1993271;15246;
Dptivo. Coruña;Zaragoza;1;1;Abanca-Riazor;2005241;25178;
Dptivo. Coruña;Zaragoza;1;1;Abanca-Riazor;2007161;26781;
Dptivo. Coruña;Zaragoza;1;1;Abanca-Riazor;2013102;32181;
Dptivo. Coruña;Zaragoza;2;0;Abanca-Riazor;2000101;20828;
Dptivo. Coruña;Zaragoza;2;1;Abanca-Riazor;1997301;18493;
Dptivo. Coruña;Zaragoza;2;1;Abanca-Riazor;1998351;19390;
Dptivo. Coruña;Zaragoza;2;2;Abanca-Riazor;1999361;20246;
Dptivo. Coruña;Zaragoza;2;3;Abanca-Riazor;1995161;16680;
Dptivo. Coruña;Zaragoza;2;3;Abanca-Riazor;2004171;24268;
Dptivo. Coruña;Zaragoza;3;0;Abanca-Riazor;1991351;13800;
Dptivo. Coruña;Zaragoza;3;2;Abanca-Riazor;2006011;25790;
Dptivo. Coruña;Zaragoza;3;2;Abanca-Riazor;2012301;31144;
Dptivo. Coruña;Zaragoza;3;3;Abanca-Riazor;1994061;15802;
Dptivo. Coruña;Zaragoza;4;1;Abanca-Riazor;2003201;23455;
Écija;Alavés;1;1;;1996352;18169;
Écija;Alavés;2;2;;1995162;17133;
Écija;Albacete;0;2;;1996242;18059;
Écija;Almería;0;1;;1996022;17839;
Écija;Almería;2;0;;1995322;17292;
Écija;At. Madrid B;0;1;;1996132;17949;
Écija;Ath. Bilbao B;1;3;;1995182;17153;
Écija;Badajoz;0;2;;1995382;17353;
Écija;Badajoz;1;2;;1996332;18149;
Écija;Barcelona B;1;1;;1996292;18109;
Écija;Barcelona B;1;2;;1995032;17003;
Écija;Éibar;0;2;;1996372;18189;
Écija;Éibar;2;1;;1995012;16983;
Écija;Extremadura;3;2;;1995362;17333;
Écija;Getafe;3;0;;1995052;17023;
Écija;Hércules;1;0;;1995232;17203;
Écija;Las Palmas;0;0;;1996262;18079;
Écija;Leganés;1;2;;1995142;17112;
Écija;Leganés;2;1;;1996222;18039;
Écija;Levante;0;0;;1996172;17989;
Écija;Lleida;0;0;;1995082;17052;
Écija;Lleida;3;1;;1996192;18009;
Écija;Logroñés;3;2;;1995342;17313;
Écija;Mallorca;0;2;;1996152;17969;
Écija;Mallorca;1;0;;1995212;17183;
Écija;Marbella;1;0;;1995282;17252;
Écija;Mérida;0;2;;1996042;17859;
Écija;Osasuna;0;1;;1995252;17223;
Écija;Osasuna;2;0;;1996092;17909;
Écija;Ourense;1;1;;1996062;17879;
Écija;Real Madrid B;0;2;;1996082;17899;
Écija;Real Madrid B;0;4;;1995262;17232;
Écija;Salamanca;0;0;;1996112;17929;
Écija;Sestao;0;0;;1995102;17072;
Écija;Toledo;0;0;;1995302;17272;
Écija;Toledo;1;1;;1996202;18019;
Écija;Villarreal;1;1;;1995122;17092;
Écija;Villarreal;2;1;;1996312;18129;
Éibar;Alavés;1;0;Municipal de Ipurúa;1996072;17889;
Éibar;Alavés;1;0;Municipal de Ipurúa;2008162;28027;
Éibar;Alavés;1;0;Municipal de Ipurúa;2013402;32519;
Éibar;Alavés;1;1;Municipal de Ipurúa;1995102;17073;
Éibar;Alavés;1;2;Municipal de Ipurúa;2003422;24103;
Éibar;Alavés;1;2;Municipal de Ipurúa;2004342;24857;
Éibar;Alavés;2;0;Municipal de Ipurúa;2007322;27361;
Éibar;Alavés;2;1;Municipal de Ipurúa;1997022;18603;
Éibar;Albacete;0;0;Municipal de Ipurúa;2000242;21379;
Éibar;Albacete;0;1;Municipal de Ipurúa;1998202;19647;
Éibar;Albacete;0;1;Municipal de Ipurúa;1999222;20515;
Éibar;Albacete;0;3;Municipal de Ipurúa;1990172;13241;
Éibar;Albacete;1;0;Municipal de Ipurúa;1996342;18159;
Éibar;Albacete;1;0;Municipal de Ipurúa;2001192;22166;
Éibar;Albacete;1;0;Municipal de Ipurúa;2007192;27218;
Éibar;Albacete;1;1;Municipal de Ipurúa;2005032;25358;
Éibar;Albacete;1;1;Municipal de Ipurúa;2008062;27917;
Éibar;Albacete;2;0;Municipal de Ipurúa;1997302;18911;
Éibar;Albacete;2;0;Municipal de Ipurúa;2002422;23261;
Éibar;Alcorcón;0;0;Municipal de Ipurúa;2013082;32167;
Éibar;Algeciras;2;1;Municipal de Ipurúa;2003012;23652;
Éibar;Alicante;1;2;Municipal de Ipurúa;2008262;28137;
Éibar;Almería;0;1;Municipal de Ipurúa;1995262;17233;
Éibar;Almería;0;1;Municipal de Ipurúa;2005292;25644;
Éibar;Almería;1;0;Municipal de Ipurúa;2003182;23839;
Éibar;Almería;1;0;Municipal de Ipurúa;2004362;24879;
Éibar;Almería;1;1;Municipal de Ipurúa;1996122;17939;
Éibar;Almería;2;0;Municipal de Ipurúa;2002332;23162;
Éibar;Almería;5;2;Municipal de Ipurúa;2014141;32687;
Éibar;Alzira;3;0;Municipal de Ipurúa;1988102;11643;
Éibar;At. Madrid B;1;0;Municipal de Ipurúa;1997212;18812;
Éibar;At. Madrid B;1;1;Municipal de Ipurúa;1996232;18049;
Éibar;At. Madrid B;2;0;Municipal de Ipurúa;1999132;20416;
Éibar;At. Madrid B;2;1;Municipal de Ipurúa;1989122;12427;
Éibar;At. Madrid B;3;1;Municipal de Ipurúa;1998262;19713;
Éibar;At. Madrid;0;2;Municipal de Ipurúa;2015041;33435;
Éibar;At. Madrid;0;3;Municipal de Ipurúa;2001022;21979;
Éibar;At. Madrid;1;3;Municipal de Ipurúa;2014211;32757;
Éibar;At. Madrid;2;1;Municipal de Ipurúa;2000342;21489;
Éibar;Ath. Bilbao B;0;0;Municipal de Ipurúa;1992232;14829;
Éibar;Ath. Bilbao B;0;0;Municipal de Ipurúa;1994052;16177;
Éibar;Ath. Bilbao B;0;1;Municipal de Ipurúa;1990312;13381;
Éibar;Ath. Bilbao B;1;1;Municipal de Ipurúa;1989302;12607;
Éibar;Ath. Bilbao B;1;1;Municipal de Ipurúa;1991292;14125;
Éibar;Ath. Bilbao B;1;1;Municipal de Ipurúa;1993182;15543;
Éibar;Ath. Bilbao B;1;1;Municipal de Ipurúa;1995122;17093;
Éibar;Ath. Bilbao;0;1;Municipal de Ipurúa;2014251;32797;
Éibar;Ath. Bilbao;2;0;Municipal de Ipurúa;2015021;33415;
Éibar;Avilés;0;0;Municipal de Ipurúa;1990332;13401;
Éibar;Avilés;0;0;Municipal de Ipurúa;1991312;14145;
Éibar;Badajoz;0;0;Municipal de Ipurúa;1994172;16297;
Éibar;Badajoz;0;0;Municipal de Ipurúa;1995322;17293;
Éibar;Badajoz;0;0;Municipal de Ipurúa;1996052;17869;
Éibar;Badajoz;0;0;Municipal de Ipurúa;1999022;20295;
Éibar;Badajoz;0;1;Municipal de Ipurúa;1998162;19603;
Éibar;Badajoz;0;1;Municipal de Ipurúa;2000122;21247;
Éibar;Badajoz;0;1;Municipal de Ipurúa;2001172;22144;
Éibar;Badajoz;1;2;Municipal de Ipurúa;2002362;23195;
Éibar;Badajoz;2;0;Municipal de Ipurúa;1992182;14779;
Éibar;Badajoz;2;0;Municipal de Ipurúa;1993052;15413;
Éibar;Badajoz;3;1;Municipal de Ipurúa;1997392;19010;
Éibar;Barcelona B;0;0;Municipal de Ipurúa;2013322;32431;
Éibar;Barcelona B;1;0;Municipal de Ipurúa;1994272;16397;
Éibar;Barcelona B;1;0;Municipal de Ipurúa;1996012;17829;
Éibar;Barcelona B;1;1;Municipal de Ipurúa;1988262;11803;
Éibar;Barcelona B;1;1;Municipal de Ipurúa;1993032;15393;
Éibar;Barcelona B;2;0;Municipal de Ipurúa;1998402;19867;
Éibar;Barcelona B;2;1;Municipal de Ipurúa;1991072;13905;
Éibar;Barcelona B;2;2;Municipal de Ipurúa;1992072;14669;
Éibar;Barcelona B;3;1;Municipal de Ipurúa;1995352;17323;
Éibar;Barcelona;0;2;Municipal de Ipurúa;2014271;32817;
Éibar;Betis;0;0;Municipal de Ipurúa;1991112;13945;
Éibar;Betis;0;0;Municipal de Ipurúa;1993172;15533;
Éibar;Betis;0;0;Municipal de Ipurúa;2000102;21225;
Éibar;Betis;1;3;Municipal de Ipurúa;1989102;12407;
Éibar;Betis;2;1;Municipal de Ipurúa;1992122;14719;
Éibar;Burgos (Real);0;0;Municipal de Ipurúa;1988122;11663;
Éibar;Burgos (Real);0;0;Municipal de Ipurúa;1989172;12477;
Éibar;Burgos (Real);3;0;Municipal de Ipurúa;1993382;15743;
Éibar;Burgos;1;0;Municipal de Ipurúa;2001082;22045;
Éibar;Cádiz;0;1;Municipal de Ipurúa;2003362;24037;
Éibar;Cádiz;1;0;Municipal de Ipurúa;2007282;27317;
Éibar;Cádiz;2;1;Municipal de Ipurúa;1993112;15473;
Éibar;Cádiz;2;1;Municipal de Ipurúa;2004012;24494;
Éibar;Castellón;0;1;Municipal de Ipurúa;2008202;28071;
Éibar;Castellón;0;2;Municipal de Ipurúa;1992362;14959;
Éibar;Castellón;1;0;Municipal de Ipurúa;1991052;13885;
Éibar;Castellón;1;2;Municipal de Ipurúa;2007342;27383;
Éibar;Castellón;2;0;Municipal de Ipurúa;1988282;11823;
Éibar;Castellón;2;0;Municipal de Ipurúa;2005092;25424;
Éibar;Castellón;3;1;Municipal de Ipurúa;1993092;15453;
Éibar;Celta;0;0;Municipal de Ipurúa;1990032;13101;
Éibar;Celta;0;0;Municipal de Ipurúa;2008042;27895;
Éibar;Celta;0;1;Municipal de Ipurúa;1991352;14185;
Éibar;Celta;0;1;Municipal de Ipurúa;2014321;32867;
Éibar;Celta;1;1;Municipal de Ipurúa;2015061;33455;
Éibar;Celta;2;1;Municipal de Ipurúa;2004202;24703;
Éibar;Celta;2;1;Municipal de Ipurúa;2007242;27273;
Éibar;Compostela;0;0;Municipal de Ipurúa;1991152;13985;
Éibar;Compostela;0;0;Municipal de Ipurúa;1999372;20680;
Éibar;Compostela;0;0;Municipal de Ipurúa;2000302;21445;
Éibar;Compostela;0;1;Municipal de Ipurúa;1993292;15653;
Éibar;Compostela;1;1;Municipal de Ipurúa;1992382;14979;
Éibar;Compostela;1;3;Municipal de Ipurúa;1998102;19537;
Éibar;Compostela;2;1;Municipal de Ipurúa;2002292;23118;
Éibar;Córdoba;0;0;Municipal de Ipurúa;2003032;23674;
Éibar;Córdoba;1;0;Municipal de Ipurúa;2002032;22832;
Éibar;Córdoba;1;0;Municipal de Ipurúa;2004052;24538;
Éibar;Córdoba;1;0;Municipal de Ipurúa;2008082;27939;
Éibar;Córdoba;1;0;Municipal de Ipurúa;2013042;32123;
Éibar;Córdoba;1;1;Municipal de Ipurúa;1999172;20460;
Éibar;Córdoba;2;1;Municipal de Ipurúa;2001412;22408;
Éibar;Córdoba;2;1;Municipal de Ipurúa;2007122;27141;
Éibar;Córdoba;3;0;Municipal de Ipurúa;2000142;21269;
Éibar;Córdoba;3;0;Municipal de Ipurúa;2014381;32927;
Éibar;Dptivo. Coruña;0;1;Municipal de Ipurúa;1989042;12347;
Éibar;Dptivo. Coruña;0;1;Municipal de Ipurúa;2014031;32577;
Éibar;Dptivo. Coruña;1;1;Municipal de Ipurúa;1988182;11723;
Éibar;Dptivo. Coruña;2;1;Municipal de Ipurúa;2013182;32277;
Éibar;Dptivo. Coruña;2;2;Municipal de Ipurúa;1990132;13201;
Éibar;Écija;3;0;Municipal de Ipurúa;1996182;17999;
Éibar;Écija;3;1;Municipal de Ipurúa;1995202;17173;
Éibar;Ejido;0;0;Municipal de Ipurúa;2002012;22810;
Éibar;Ejido;0;0;Municipal de Ipurúa;2003292;23960;
Éibar;Ejido;0;0;Municipal de Ipurúa;2004252;24758;
Éibar;Ejido;1;0;Municipal de Ipurúa;2007152;27174;
Éibar;Ejido;3;1;Municipal de Ipurúa;2005202;25545;
Éibar;Ejido;4;2;Municipal de Ipurúa;2001242;22221;
Éibar;Elche;0;0;Municipal de Ipurúa;1989332;12637;
Éibar;Elche;0;1;Municipal de Ipurúa;2002382;23217;
Éibar;Elche;0;1;Municipal de Ipurúa;2003112;23762;
Éibar;Elche;0;1;Municipal de Ipurúa;2014231;32777;
Éibar;Elche;1;0;Municipal de Ipurúa;1997372;18988;
Éibar;Elche;1;1;Municipal de Ipurúa;1990092;13161;
Éibar;Elche;1;1;Municipal de Ipurúa;1999052;20328;
Éibar;Elche;1;2;Municipal de Ipurúa;2005012;25336;
Éibar;Elche;1;2;Municipal de Ipurúa;2008222;28093;
Éibar;Elche;2;1;Municipal de Ipurúa;2000182;21313;
Éibar;Elche;2;1;Municipal de Ipurúa;2007172;27196;
Éibar;Elche;3;1;Municipal de Ipurúa;2001212;22188;
Éibar;Elche;5;2;Municipal de Ipurúa;2004272;24780;
Éibar;Espanyol;0;0;Municipal de Ipurúa;1989192;12497;
Éibar;Espanyol;0;1;Municipal de Ipurúa;1993212;15573;
Éibar;Espanyol;0;2;Municipal de Ipurúa;2014361;32907;
Éibar;Espanyol;2;1;Municipal de Ipurúa;2015191;33584;
Éibar;Extremadura;0;0;Municipal de Ipurúa;1994252;16377;
Éibar;Extremadura;0;0;Municipal de Ipurúa;1997172;18768;
Éibar;Extremadura;0;0;Municipal de Ipurúa;2000382;21533;
Éibar;Extremadura;0;0;Municipal de Ipurúa;2001062;22023;
Éibar;Extremadura;0;1;Municipal de Ipurúa;1999042;20317;
Éibar;Extremadura;1;0;Municipal de Ipurúa;1995302;17273;
Éibar;Ferrol;1;0;Municipal de Ipurúa;2002072;22876;
Éibar;Ferrol;1;1;Municipal de Ipurúa;2000322;21467;
Éibar;Ferrol;1;1;Municipal de Ipurúa;2004422;24945;
Éibar;Ferrol;1;1;Municipal de Ipurúa;2005422;25787;
Éibar;Ferrol;1;3;Municipal de Ipurúa;2007222;27251;
Éibar;Ferrol;2;0;Municipal de Ipurúa;2001112;22078;
Éibar;Figueres;0;0;Municipal de Ipurúa;1990152;13221;
Éibar;Figueres;2;0;Municipal de Ipurúa;1991372;14205;
Éibar;Figueres;2;1;Municipal de Ipurúa;1989372;12677;
Éibar;Figueres;2;2;Municipal de Ipurúa;1992342;14939;
Éibar;Figueres;3;3;Municipal de Ipurúa;1988142;11683;
Éibar;Getafe;0;0;Municipal de Ipurúa;2000262;21401;
Éibar;Getafe;0;0;Municipal de Ipurúa;2002312;23140;
Éibar;Getafe;1;0;Municipal de Ipurúa;1999242;20537;
Éibar;Getafe;1;1;Municipal de Ipurúa;1994132;16257;
Éibar;Getafe;1;1;Municipal de Ipurúa;1995372;17343;
Éibar;Getafe;2;0;Municipal de Ipurúa;2003202;23861;
Éibar;Getafe;2;1;Municipal de Ipurúa;2014181;32727;
Éibar;Getafe;3;1;Municipal de Ipurúa;2015111;33505;
Éibar;Gimn. Tarragon;0;1;Municipal de Ipurúa;2005252;25600;
Éibar;Gimn. Tarragon;0;2;Municipal de Ipurúa;2004162;24659;
Éibar;Gimn. Tarragon;1;0;Municipal de Ipurúa;2008422;28313;
Éibar;Gimn. Tarragon;2;0;Municipal de Ipurúa;2007042;27053;
Éibar;Gimn. Tarragon;3;1;Municipal de Ipurúa;2001042;22001;
Éibar;Girona;0;3;Municipal de Ipurúa;2013022;32101;
Éibar;Girona;2;2;Municipal de Ipurúa;2008402;28291;
Éibar;Granada 74;0;0;Municipal de Ipurúa;2005132;25468;
Éibar;Granada 74;0;2;Municipal de Ipurúa;2003352;24026;
Éibar;Granada 74;2;0;Municipal de Ipurúa;2007082;27097;
Éibar;Granada 74;3;2;Municipal de Ipurúa;2004092;24582;
Éibar;Granada;1;1;Municipal de Ipurúa;2014091;32637;
Éibar;Granada;5;1;Municipal de Ipurúa;2015201;33594;
Éibar;Hércules;0;0;Municipal de Ipurúa;1995172;17143;
Éibar;Hércules;0;1;Municipal de Ipurúa;1997262;18867;
Éibar;Hércules;0;1;Municipal de Ipurúa;2005332;25688;
Éibar;Hércules;0;1;Municipal de Ipurúa;2008362;28247;
Éibar;Hércules;0;3;Municipal de Ipurúa;2007142;27163;
Éibar;Hércules;1;0;Municipal de Ipurúa;1998182;19625;
Éibar;Hércules;1;1;Municipal de Ipurúa;1993252;15613;
Éibar;Hércules;1;1;Municipal de Ipurúa;2013302;32409;
Éibar;Hércules;2;0;Municipal de Ipurúa;1994152;16277;
Éibar;Huesca;2;0;Municipal de Ipurúa;2008242;28115;
Éibar;Jaén;0;0;Municipal de Ipurúa;1997352;18966;
Éibar;Jaén;1;0;Municipal de Ipurúa;2000082;21203;
Éibar;Jaén;1;1;Municipal de Ipurúa;2001302;22287;
Éibar;Jaén;2;0;Municipal de Ipurúa;2013222;32321;
Éibar;Las Palmas;0;0;Municipal de Ipurúa;1996362;18179;
Éibar;Las Palmas;0;0;Municipal de Ipurúa;1997112;18702;
Éibar;Las Palmas;0;0;Municipal de Ipurúa;2002342;23173;
Éibar;Las Palmas;0;1;Municipal de Ipurúa;1998242;19691;
Éibar;Las Palmas;1;0;Municipal de Ipurúa;1988362;11903;
Éibar;Las Palmas;1;0;Municipal de Ipurúa;1991252;14085;
Éibar;Las Palmas;1;0;Municipal de Ipurúa;2013242;32343;
Éibar;Las Palmas;1;1;Municipal de Ipurúa;2003052;23696;
Éibar;Las Palmas;1;2;Municipal de Ipurúa;1989222;12527;
Éibar;Las Palmas;1;2;Municipal de Ipurúa;2008122;27983;
Éibar;Las Palmas;2;2;Municipal de Ipurúa;1990112;13181;
Éibar;Las Palmas;2;2;Municipal de Ipurúa;2007372;27416;
Éibar;Las Palmas;4;1;Municipal de Ipurúa;1999392;20702;
Éibar;Leganés;0;0;Municipal de Ipurúa;1994222;16347;
Éibar;Leganés;0;0;Municipal de Ipurúa;1996322;18139;
Éibar;Leganés;0;0;Municipal de Ipurúa;1997222;18823;
Éibar;Leganés;0;0;Municipal de Ipurúa;1998362;19823;
Éibar;Leganés;0;0;Municipal de Ipurúa;1999352;20658;
Éibar;Leganés;0;0;Municipal de Ipurúa;2001332;22320;
Éibar;Leganés;0;1;Municipal de Ipurúa;2000022;21137;
Éibar;Leganés;0;1;Municipal de Ipurúa;2002202;23019;
Éibar;Leganés;1;0;Municipal de Ipurúa;1995082;17053;
Éibar;Leganés;1;1;Municipal de Ipurúa;2003332;24004;
Éibar;Leganés;2;2;Municipal de Ipurúa;1993132;15493;
Éibar;Levante;0;0;Municipal de Ipurúa;2000062;21181;
Éibar;Levante;0;0;Municipal de Ipurúa;2008102;27961;
Éibar;Levante;1;1;Municipal de Ipurúa;1997242;18845;
Éibar;Levante;1;1;Municipal de Ipurúa;2002252;23074;
Éibar;Levante;1;1;Municipal de Ipurúa;2005402;25765;
Éibar;Levante;2;0;Municipal de Ipurúa;1996272;18089;
Éibar;Levante;2;0;Municipal de Ipurúa;2003272;23938;
Éibar;Levante;3;1;Municipal de Ipurúa;1990072;13141;
Éibar;Levante;3;3;Municipal de Ipurúa;2014071;32617;
Éibar;Levante;4;2;Municipal de Ipurúa;1989062;12367;
Éibar;Levante;4;2;Municipal de Ipurúa;1999072;20350;
Éibar;Levante;7;0;Municipal de Ipurúa;2001132;22100;
Éibar;Lleida;0;0;Municipal de Ipurúa;1988222;11763;
Éibar;Lleida;0;0;Municipal de Ipurúa;1991232;14065;
Éibar;Lleida;1;0;Municipal de Ipurúa;1992292;14889;
Éibar;Lleida;1;0;Municipal de Ipurúa;1997332;18944;
Éibar;Lleida;1;1;Municipal de Ipurúa;1995022;16993;
Éibar;Lleida;1;1;Municipal de Ipurúa;1998082;19515;
Éibar;Lleida;1;1;Municipal de Ipurúa;2004142;24637;
Éibar;Lleida;1;1;Municipal de Ipurúa;2005382;25743;
Éibar;Lleida;2;0;Municipal de Ipurúa;1996102;17919;
Éibar;Lleida;2;0;Municipal de Ipurúa;1999412;20724;
Éibar;Lleida;2;0;Municipal de Ipurúa;2000222;21357;
Éibar;Lleida;3;0;Municipal de Ipurúa;1990252;13321;
Éibar;Lleida;3;1;Municipal de Ipurúa;1994072;16197;
Éibar;Logroñés;1;0;Municipal de Ipurúa;1995282;17253;
Éibar;Logroñés;2;1;Municipal de Ipurúa;1997192;18790;
