idPartido;EquipoLocal;EquipoVisitante;GolesLocal;GolesVisitante;Estadio;idJor
13671;Real Madrid;Ath. Bilbao;5;0;Santiago Bernabéu;
13672;Real Sociedad;Oviedo;2;1;Reale Arena;
13673;Sporting Gijón;Sevilla;2;1;El Requexón;
13674;Zaragoza;Barcelona;0;4;La Romareda;
13675;At. Madrid;Real Sociedad;5;1;Wanda Metropolitano;
13676;Ath. Bilbao;Logroñés;1;2;San Mamés;
13677;Barcelona;Sporting Gijón;1;1;Camp Nou;
13678;Cádiz;Albacete;1;1;Ramón de Carranza;
13679;Osasuna;Espanyol;0;1;El Sadar;
13680;Oviedo;Zaragoza;2;1;Municipal Carlos Tartiere;
13681;Sevilla;Real Madrid;1;0;Ramón Sánchez-Pizjuán;
13682;Tenerife;Burgos (Real);4;1;Heliodoro Rodríguez López;
13683;Valencia;Mallorca;1;1;Mestalla;
13684;Valladolid;Dptivo. Coruña;2;0;José Zorrilla;
13685;Albacete;Valladolid;3;1;Carlos Belmonte;
13686;Burgos (Real);Cádiz;1;1;Pallafría;
13687;Dptivo. Coruña;Ath. Bilbao;0;0;Abanca-Riazor;
13688;Espanyol;Valencia;0;0;RCDE Stadium;
13689;Logroñés;Sevilla;1;0;Las Gaunas;
13690;Mallorca;Tenerife;0;2;Son Moix;
13691;Oviedo;Barcelona;0;2;Municipal Carlos Tartiere;
13692;Real Madrid;Sporting Gijón;1;0;Santiago Bernabéu;
13693;Real Sociedad;Osasuna;0;0;Reale Arena;
13694;Zaragoza;At. Madrid;1;0;La Romareda;
13695;At. Madrid;Oviedo;3;1;Wanda Metropolitano;
13696;Ath. Bilbao;Albacete;1;0;San Mamés;
13697;Barcelona;Real Madrid;1;1;Camp Nou;
13698;Cádiz;Mallorca;1;3;Ramón de Carranza;
13699;Osasuna;Zaragoza;1;0;El Sadar;
13700;Sevilla;Dptivo. Coruña;0;0;Ramón Sánchez-Pizjuán;
13701;Sporting Gijón;Logroñés;1;1;El Requexón;
13702;Tenerife;Espanyol;0;1;Heliodoro Rodríguez López;
13703;Valencia;Real Sociedad;1;2;Mestalla;
13704;Valladolid;Burgos (Real);2;0;José Zorrilla;
13705;Albacete;Sevilla;0;0;Carlos Belmonte;
13706;At. Madrid;Barcelona;2;2;Wanda Metropolitano;
13707;Burgos (Real);Ath. Bilbao;2;0;Pallafría;
13708;Dptivo. Coruña;Sporting Gijón;5;2;Abanca-Riazor;
13709;Espanyol;Cádiz;3;1;RCDE Stadium;
13710;Logroñés;Real Madrid;1;0;Las Gaunas;
13711;Mallorca;Valladolid;1;1;Son Moix;
13712;Oviedo;Osasuna;3;1;Municipal Carlos Tartiere;
13713;Real Sociedad;Tenerife;1;0;Reale Arena;
13714;Zaragoza;Valencia;0;3;La Romareda;
13715;Ath. Bilbao;Mallorca;2;0;San Mamés;
13716;Barcelona;Logroñés;1;0;Camp Nou;
13717;Cádiz;Real Sociedad;0;0;Ramón de Carranza;
13718;Osasuna;At. Madrid;1;1;El Sadar;
13719;Real Madrid;Dptivo. Coruña;1;0;Santiago Bernabéu;
13720;Sevilla;Burgos (Real);3;2;Ramón Sánchez-Pizjuán;
13721;Sporting Gijón;Albacete;0;2;El Requexón;
13722;Tenerife;Zaragoza;1;0;Heliodoro Rodríguez López;
13723;Valencia;Oviedo;6;3;Mestalla;
13724;Valladolid;Espanyol;0;0;José Zorrilla;
13725;Albacete;Real Madrid;1;3;Carlos Belmonte;
13726;At. Madrid;Valencia;1;0;Wanda Metropolitano;
13727;Burgos (Real);Sporting Gijón;0;1;Pallafría;
13728;Dptivo. Coruña;Logroñés;2;2;Abanca-Riazor;
13729;Espanyol;Ath. Bilbao;2;0;RCDE Stadium;
13730;Mallorca;Sevilla;1;0;Son Moix;
13731;Osasuna;Barcelona;0;0;El Sadar;
13732;Oviedo;Tenerife;2;0;Municipal Carlos Tartiere;
13733;Real Sociedad;Valladolid;1;0;Reale Arena;
13734;Zaragoza;Cádiz;3;0;La Romareda;
13735;Ath. Bilbao;Real Sociedad;2;1;San Mamés;
13736;Barcelona;Dptivo. Coruña;4;1;Camp Nou;
13737;Cádiz;Oviedo;3;1;Ramón de Carranza;
13738;Logroñés;Albacete;1;1;Las Gaunas;
13739;Real Madrid;Burgos (Real);2;0;Santiago Bernabéu;
13740;Sevilla;Espanyol;2;1;Ramón Sánchez-Pizjuán;
13741;Sporting Gijón;Mallorca;2;0;El Requexón;
13742;Tenerife;At. Madrid;0;1;Heliodoro Rodríguez López;
13743;Valencia;Osasuna;1;2;Mestalla;
13744;Valladolid;Zaragoza;0;0;José Zorrilla;
13745;Albacete;Dptivo. Coruña;3;0;Carlos Belmonte;
13746;At. Madrid;Cádiz;5;1;Wanda Metropolitano;
13747;Burgos (Real);Logroñés;2;0;Pallafría;
13748;Espanyol;Sporting Gijón;2;0;RCDE Stadium;
13749;Mallorca;Real Madrid;0;0;Son Moix;
13750;Osasuna;Tenerife;2;0;El Sadar;
13751;Oviedo;Valladolid;2;1;Municipal Carlos Tartiere;
13752;Real Sociedad;Sevilla;2;1;Reale Arena;
13753;Valencia;Barcelona;1;0;Mestalla;
13754;Zaragoza;Ath. Bilbao;1;0;La Romareda;
13755;Ath. Bilbao;Oviedo;0;0;San Mamés;
13756;Barcelona;Albacete;7;1;Camp Nou;
13757;Cádiz;Osasuna;2;2;Ramón de Carranza;
13758;Dptivo. Coruña;Burgos (Real);2;2;Abanca-Riazor;
13759;Logroñés;Mallorca;2;1;Las Gaunas;
13760;Real Madrid;Espanyol;7;0;Santiago Bernabéu;
13761;Sevilla;Zaragoza;3;0;Ramón Sánchez-Pizjuán;
13762;Sporting Gijón;Real Sociedad;0;1;El Requexón;
13763;Tenerife;Valencia;2;1;Heliodoro Rodríguez López;
13764;Valladolid;At. Madrid;0;1;José Zorrilla;
13765;At. Madrid;Ath. Bilbao;3;1;Wanda Metropolitano;
13766;Burgos (Real);Albacete;3;1;Pallafría;
13767;Espanyol;Logroñés;3;0;RCDE Stadium;
13768;Mallorca;Dptivo. Coruña;4;2;Son Moix;
13769;Osasuna;Valladolid;1;1;El Sadar;
13770;Oviedo;Sevilla;1;0;Municipal Carlos Tartiere;
13771;Real Sociedad;Real Madrid;2;2;Reale Arena;
13772;Tenerife;Barcelona;2;1;Heliodoro Rodríguez López;
13773;Valencia;Cádiz;4;0;Mestalla;
13774;Zaragoza;Sporting Gijón;3;1;La Romareda;
13775;Albacete;Mallorca;1;0;Carlos Belmonte;
13776;Ath. Bilbao;Osasuna;2;1;San Mamés;
13777;Barcelona;Burgos (Real);1;1;Camp Nou;
13778;Cádiz;Tenerife;0;0;Ramón de Carranza;
13779;Dptivo. Coruña;Espanyol;2;2;Abanca-Riazor;
13780;Logroñés;Real Sociedad;1;1;Las Gaunas;
13781;Real Madrid;Zaragoza;2;0;Santiago Bernabéu;
13782;Sevilla;At. Madrid;0;1;Ramón Sánchez-Pizjuán;
13783;Sporting Gijón;Oviedo;1;0;El Requexón;
13784;Valladolid;Valencia;1;4;José Zorrilla;
13785;At. Madrid;Sporting Gijón;2;1;Wanda Metropolitano;
13786;Cádiz;Barcelona;0;2;Ramón de Carranza;
13787;Espanyol;Albacete;2;0;RCDE Stadium;
13788;Mallorca;Burgos (Real);2;2;Son Moix;
13789;Osasuna;Sevilla;1;0;El Sadar;
13790;Oviedo;Real Madrid;1;0;Municipal Carlos Tartiere;
13791;Real Sociedad;Dptivo. Coruña;1;1;Reale Arena;
13792;Tenerife;Valladolid;0;0;Heliodoro Rodríguez López;
13793;Valencia;Ath. Bilbao;3;1;Mestalla;
13794;Zaragoza;Logroñés;3;2;La Romareda;
13795;Albacete;Real Sociedad;0;1;Carlos Belmonte;
13796;Ath. Bilbao;Tenerife;3;1;San Mamés;
13797;Barcelona;Mallorca;3;0;Camp Nou;
13798;Burgos (Real);Espanyol;2;1;Pallafría;
13799;Dptivo. Coruña;Zaragoza;3;0;Abanca-Riazor;
13800;Logroñés;Oviedo;2;0;Las Gaunas;
13801;Real Madrid;At. Madrid;3;2;Santiago Bernabéu;
13802;Sevilla;Valencia;2;3;Ramón Sánchez-Pizjuán;
13803;Sporting Gijón;Osasuna;1;0;El Requexón;
13804;Valladolid;Cádiz;2;2;José Zorrilla;
13805;At. Madrid;Logroñés;2;1;Wanda Metropolitano;
13806;Cádiz;Ath. Bilbao;1;0;Ramón de Carranza;
13807;Espanyol;Mallorca;3;2;RCDE Stadium;
13808;Osasuna;Real Madrid;1;1;El Sadar;
13809;Oviedo;Dptivo. Coruña;2;1;Municipal Carlos Tartiere;
13810;Real Sociedad;Burgos (Real);4;0;Reale Arena;
13811;Tenerife;Sevilla;4;1;Heliodoro Rodríguez López;
13812;Valencia;Sporting Gijón;3;1;Mestalla;
13813;Valladolid;Barcelona;0;6;José Zorrilla;
13814;Zaragoza;Albacete;1;0;La Romareda;
13815;Albacete;Oviedo;2;0;Carlos Belmonte;
13816;Ath. Bilbao;Valladolid;2;0;San Mamés;
13817;Burgos (Real);Zaragoza;0;1;Pallafría;
13818;Dptivo. Coruña;At. Madrid;1;1;Abanca-Riazor;
13819;Espanyol;Barcelona;0;4;RCDE Stadium;
13820;Logroñés;Osasuna;0;0;Las Gaunas;
13821;Mallorca;Real Sociedad;2;1;Son Moix;
13822;Real Madrid;Valencia;2;1;Santiago Bernabéu;
13823;Sevilla;Cádiz;0;0;Ramón Sánchez-Pizjuán;
13824;Sporting Gijón;Tenerife;1;1;El Requexón;
13825;At. Madrid;Albacete;4;1;Wanda Metropolitano;
13826;Barcelona;Ath. Bilbao;2;0;Camp Nou;
13827;Cádiz;Sporting Gijón;1;1;Ramón de Carranza;
13828;Osasuna;Dptivo. Coruña;0;1;El Sadar;
13829;Oviedo;Burgos (Real);3;1;Municipal Carlos Tartiere;
13830;Real Sociedad;Espanyol;1;1;Reale Arena;
13831;Tenerife;Real Madrid;3;2;Heliodoro Rodríguez López;
13832;Valencia;Logroñés;1;1;Mestalla;
13833;Valladolid;Sevilla;1;0;José Zorrilla;
13834;Zaragoza;Mallorca;1;2;La Romareda;
13835;Avilés;Palamós;1;0;Suárez Puerta;
13836;Betis;Sabadell;2;0;Benito Villamarín;
13837;Celta;Lleida;3;0;Balaídos;
13838;Compostela;Castellón;0;2;Multiusos de San Lázaro;
13839;Figueres;Mérida;2;0;Municipal de Vilatenim;
13840;Murcia;Málaga (C.D.);2;1;Enrique Roca de Murcia;
13841;Rac. Santander;Ath. Bilbao B;3;0;El Sardinero;
13842;Rayo Vallecano;Las Palmas;3;0;Campo de Fútbol de Vallecas;
13843;Real Madrid B;Barcelona B;1;0;Alfredo Di Stéfano;
13844;Éibar;Sestao;1;0;Municipal de Ipurúa;
13845;Ath. Bilbao B;Betis;3;3;Instalaciones de Lezama;
13846;Barcelona B;Rayo Vallecano;0;3;;
13847;Castellón;Celta;0;2;Nuevo Castalia;
13848;Las Palmas;Compostela;0;0;Gran Canaria;
13849;Lleida;Murcia;2;0;Camp dEsports;
13850;Málaga (C.D.);Figueres;0;5;;
13851;Mérida;Éibar;1;0;Romano;
13852;Palamós;Real Madrid B;2;2;Nou Estadi de Palamós;
13853;Sabadell;Avilés;0;0;Nova Creu Alta;
13854;Sestao;Rac. Santander;1;2;Las Llanas;
13855;Avilés;Ath. Bilbao B;1;1;Suárez Puerta;
13856;Celta;Las Palmas;3;0;Balaídos;
13857;Compostela;Barcelona B;1;1;Multiusos de San Lázaro;
13858;Figueres;Lleida;1;3;Municipal de Vilatenim;
13859;Murcia;Castellón;3;0;Enrique Roca de Murcia;
13860;Rac. Santander;Betis;0;1;El Sardinero;
13861;Rayo Vallecano;Palamós;4;0;Campo de Fútbol de Vallecas;
13862;Real Madrid B;Sabadell;2;1;Alfredo Di Stéfano;
13863;Sestao;Mérida;2;1;Las Llanas;
13864;Éibar;Málaga (C.D.);1;0;Municipal de Ipurúa;
13865;Ath. Bilbao B;Real Madrid B;0;0;Instalaciones de Lezama;
13866;Barcelona B;Celta;4;1;;
13867;Betis;Avilés;2;0;Benito Villamarín;
13868;Castellón;Figueres;1;3;Nuevo Castalia;
13869;Las Palmas;Murcia;1;1;Gran Canaria;
13870;Lleida;Éibar;2;0;Camp dEsports;
13871;Málaga (C.D.);Sestao;0;0;;
13872;Mérida;Rac. Santander;1;1;Romano;
13873;Palamós;Compostela;0;3;Nou Estadi de Palamós;
13874;Sabadell;Rayo Vallecano;1;2;Nova Creu Alta;
13875;Celta;Palamós;3;0;Balaídos;
13876;Compostela;Sabadell;0;1;Multiusos de San Lázaro;
13877;Figueres;Las Palmas;1;1;Municipal de Vilatenim;
13878;Murcia;Barcelona B;2;1;Enrique Roca de Murcia;
13879;Mérida;Málaga (C.D.);3;0;Romano;
13880;Rac. Santander;Avilés;1;0;El Sardinero;
13881;Rayo Vallecano;Ath. Bilbao B;1;0;Campo de Fútbol de Vallecas;
13882;Real Madrid B;Betis;3;1;Alfredo Di Stéfano;
13883;Sestao;Lleida;0;0;Las Llanas;
13884;Éibar;Castellón;1;0;Municipal de Ipurúa;
13885;Ath. Bilbao B;Compostela;0;0;Instalaciones de Lezama;
13886;Avilés;Real Madrid B;3;0;Suárez Puerta;
13887;Barcelona B;Figueres;0;0;;
13888;Betis;Rayo Vallecano;4;2;Benito Villamarín;
13889;Castellón;Sestao;2;0;Nuevo Castalia;
13890;Las Palmas;Éibar;0;1;Gran Canaria;
13891;Lleida;Mérida;2;2;Camp dEsports;
13892;Málaga (C.D.);Rac. Santander;2;1;;
13893;Palamós;Murcia;2;2;Nou Estadi de Palamós;
13894;Sabadell;Celta;0;1;Nova Creu Alta;
13895;Celta;Ath. Bilbao B;1;0;Balaídos;
13896;Compostela;Betis;0;0;Multiusos de San Lázaro;
13897;Figueres;Palamós;2;0;Municipal de Vilatenim;
13898;Murcia;Sabadell;0;1;Enrique Roca de Murcia;
13899;Málaga (C.D.);Lleida;0;1;;
13900;Mérida;Castellón;1;1;Romano;
13901;Rac. Santander;Real Madrid B;2;0;El Sardinero;
13902;Rayo Vallecano;Avilés;2;0;Campo de Fútbol de Vallecas;
13903;Sestao;Las Palmas;2;0;Las Llanas;
13904;Éibar;Barcelona B;2;1;Municipal de Ipurúa;
13905;Ath. Bilbao B;Murcia;0;1;Instalaciones de Lezama;
13906;Avilés;Compostela;0;0;Suárez Puerta;
13907;Barcelona B;Sestao;2;1;;
13908;Betis;Celta;1;0;Benito Villamarín;
13909;Castellón;Málaga (C.D.);1;1;Nuevo Castalia;
13910;Las Palmas;Mérida;0;2;Gran Canaria;
13911;Lleida;Rac. Santander;0;1;Camp dEsports;
13912;Palamós;Éibar;3;0;Nou Estadi de Palamós;
13913;Real Madrid B;Rayo Vallecano;3;1;Alfredo Di Stéfano;
13914;Sabadell;Figueres;0;2;Nova Creu Alta;
13915;Celta;Avilés;2;0;Balaídos;
13916;Compostela;Real Madrid B;2;0;Multiusos de San Lázaro;
13917;Figueres;Ath. Bilbao B;3;2;Municipal de Vilatenim;
13918;Lleida;Castellón;4;1;Camp dEsports;
13919;Murcia;Betis;1;0;Enrique Roca de Murcia;
13920;Málaga (C.D.);Las Palmas;2;1;;
13921;Mérida;Barcelona B;3;2;Romano;
13922;Rac. Santander;Rayo Vallecano;0;0;El Sardinero;
13923;Sestao;Palamós;1;2;Las Llanas;
13924;Éibar;Sabadell;0;0;Municipal de Ipurúa;
13925;Ath. Bilbao B;Éibar;1;0;Instalaciones de Lezama;
13926;Avilés;Murcia;3;2;Suárez Puerta;
13927;Barcelona B;Málaga (C.D.);2;0;;
13928;Betis;Figueres;3;0;Benito Villamarín;
13929;Castellón;Rac. Santander;2;0;Nuevo Castalia;
13930;Las Palmas;Lleida;1;2;Gran Canaria;
13931;Palamós;Mérida;3;2;Nou Estadi de Palamós;
13932;Rayo Vallecano;Compostela;1;0;Campo de Fútbol de Vallecas;
13933;Real Madrid B;Celta;0;1;Alfredo Di Stéfano;
13934;Sabadell;Sestao;1;1;Nova Creu Alta;
13935;Castellón;Las Palmas;0;0;Nuevo Castalia;
13936;Celta;Rayo Vallecano;1;0;Balaídos;
13937;Figueres;Avilés;1;0;Municipal de Vilatenim;
13938;Lleida;Barcelona B;1;1;Camp dEsports;
13939;Murcia;Real Madrid B;0;1;Enrique Roca de Murcia;
13940;Málaga (C.D.);Palamós;1;1;;
13941;Mérida;Sabadell;0;1;Romano;
13942;Rac. Santander;Compostela;0;2;El Sardinero;
13943;Sestao;Ath. Bilbao B;0;1;Las Llanas;
13944;Éibar;Betis;0;0;Municipal de Ipurúa;
13945;Ath. Bilbao B;Mérida;1;2;Instalaciones de Lezama;
13946;Avilés;Éibar;0;0;Suárez Puerta;
13947;Barcelona B;Castellón;3;2;;
13948;Betis;Sestao;4;1;Benito Villamarín;
13949;Compostela;Celta;2;0;Multiusos de San Lázaro;
13950;Las Palmas;Rac. Santander;1;1;Gran Canaria;
13951;Palamós;Lleida;1;0;Nou Estadi de Palamós;
13952;Rayo Vallecano;Murcia;0;0;Campo de Fútbol de Vallecas;
13953;Real Madrid B;Figueres;1;1;Alfredo Di Stéfano;
13954;Sabadell;Málaga (C.D.);1;2;Nova Creu Alta;
13955;Castellón;Palamós;1;2;Nuevo Castalia;
13956;Figueres;Rayo Vallecano;1;2;Municipal de Vilatenim;
13957;Las Palmas;Barcelona B;3;1;Gran Canaria;
13958;Lleida;Sabadell;0;1;Camp dEsports;
13959;Murcia;Compostela;0;0;Enrique Roca de Murcia;
13960;Málaga (C.D.);Ath. Bilbao B;1;0;;
13961;Mérida;Betis;3;2;Romano;
13962;Rac. Santander;Celta;1;1;El Sardinero;
13963;Sestao;Avilés;1;0;Las Llanas;
13964;Éibar;Real Madrid B;1;0;Municipal de Ipurúa;
13965;Ath. Bilbao B;Lleida;1;0;Instalaciones de Lezama;
13966;Avilés;Mérida;4;2;Suárez Puerta;
13967;Barcelona B;Rac. Santander;0;1;;
13968;Betis;Málaga (C.D.);2;1;Benito Villamarín;
13969;Celta;Murcia;1;1;Balaídos;
13970;Compostela;Figueres;0;0;Multiusos de San Lázaro;
13971;Palamós;Las Palmas;1;2;Nou Estadi de Palamós;
13972;Rayo Vallecano;Éibar;2;0;Campo de Fútbol de Vallecas;
13973;Real Madrid B;Sestao;0;2;Alfredo Di Stéfano;
13974;Sabadell;Castellón;0;2;Nova Creu Alta;
13975;Barcelona B;Palamós;1;2;;
13976;Castellón;Ath. Bilbao B;3;1;Nuevo Castalia;
13977;Figueres;Celta;2;0;Municipal de Vilatenim;
13978;Las Palmas;Sabadell;1;0;Gran Canaria;
13979;Lleida;Betis;6;2;Camp dEsports;
13980;Málaga (C.D.);Avilés;1;0;;
13981;Mérida;Real Madrid B;2;2;Romano;
13982;Rac. Santander;Murcia;3;1;El Sardinero;
13983;Sestao;Rayo Vallecano;1;0;Las Llanas;
13984;Éibar;Compostela;0;0;Municipal de Ipurúa;
13985;Ath. Bilbao B;Las Palmas;2;5;Instalaciones de Lezama;
13986;Avilés;Lleida;0;1;Suárez Puerta;
13987;Betis;Castellón;1;1;Benito Villamarín;
13988;Celta;Éibar;1;1;Balaídos;
13989;Compostela;Sestao;1;2;Multiusos de San Lázaro;
13990;Murcia;Figueres;0;0;Enrique Roca de Murcia;
13991;Palamós;Rac. Santander;1;0;Nou Estadi de Palamós;
13992;Rayo Vallecano;Mérida;1;2;Campo de Fútbol de Vallecas;
13993;Real Madrid B;Málaga (C.D.);1;1;Alfredo Di Stéfano;
13994;Sabadell;Barcelona B;1;2;Nova Creu Alta;
13995;Barcelona B;Ath. Bilbao B;2;0;;
13996;Castellón;Avilés;1;0;Nuevo Castalia;
13997;Las Palmas;Betis;1;0;Gran Canaria;
13998;Lleida;Real Madrid B;1;0;Camp dEsports;
13999;Málaga (C.D.);Rayo Vallecano;0;1;;
14000;Mérida;Compostela;0;1;Romano;
14001;Palamós;Sabadell;1;1;Nou Estadi de Palamós;
14002;Rac. Santander;Figueres;1;2;El Sardinero;
14003;Sestao;Celta;0;0;Las Llanas;
14004;Éibar;Murcia;0;0;Municipal de Ipurúa;
14005;Ath. Bilbao B;Palamós;1;0;Instalaciones de Lezama;
14006;Avilés;Las Palmas;1;2;Suárez Puerta;
14007;Betis;Barcelona B;1;0;Benito Villamarín;
14008;Celta;Mérida;2;2;Balaídos;
14009;Compostela;Málaga (C.D.);1;0;Multiusos de San Lázaro;
14010;Figueres;Éibar;0;0;Municipal de Vilatenim;
14011;Murcia;Sestao;0;0;Enrique Roca de Murcia;
14012;Rac. Santander;Sabadell;1;0;El Sardinero;
14013;Rayo Vallecano;Lleida;1;0;Campo de Fútbol de Vallecas;
14014;Real Madrid B;Castellón;3;1;Alfredo Di Stéfano;
14015;Barcelona B;Avilés;5;2;;
14016;Castellón;Rayo Vallecano;2;1;Nuevo Castalia;
14017;Las Palmas;Real Madrid B;1;2;Gran Canaria;
14018;Lleida;Compostela;2;0;Camp dEsports;
14019;Málaga (C.D.);Celta;0;2;;
14020;Mérida;Murcia;3;0;Romano;
14021;Palamós;Betis;1;0;Nou Estadi de Palamós;
14022;Sabadell;Ath. Bilbao B;2;0;Nova Creu Alta;
14023;Sestao;Figueres;0;1;Las Llanas;
14024;Éibar;Rac. Santander;0;1;Municipal de Ipurúa;
14025;Ath. Bilbao B;Rac. Santander;1;1;Instalaciones de Lezama;
14026;Barcelona B;Real Madrid B;3;3;;
14027;Castellón;Compostela;0;1;Nuevo Castalia;
14028;Las Palmas;Rayo Vallecano;3;0;Gran Canaria;
14029;Lleida;Celta;2;0;Camp dEsports;
14030;Málaga (C.D.);Murcia;1;0;;
14031;Mérida;Figueres;1;2;Romano;
14032;Palamós;Avilés;0;1;Nou Estadi de Palamós;
14033;Sabadell;Betis;3;0;Nova Creu Alta;
14034;Sestao;Éibar;0;1;Las Llanas;
14035;Avilés;Sabadell;0;1;Suárez Puerta;
14036;Betis;Ath. Bilbao B;0;0;Benito Villamarín;
14037;Celta;Castellón;1;1;Balaídos;
14038;Compostela;Las Palmas;2;0;Multiusos de San Lázaro;
14039;Figueres;Málaga (C.D.);0;1;Municipal de Vilatenim;
14040;Murcia;Lleida;0;0;Enrique Roca de Murcia;
14041;Rac. Santander;Sestao;4;0;El Sardinero;
14042;Rayo Vallecano;Barcelona B;1;4;Campo de Fútbol de Vallecas;
14043;Real Madrid B;Palamós;0;0;Alfredo Di Stéfano;
14044;Éibar;Mérida;0;0;Municipal de Ipurúa;
14045;Ath. Bilbao B;Avilés;2;0;Instalaciones de Lezama;
14046;Barcelona B;Compostela;1;0;;
14047;Betis;Rac. Santander;3;0;Benito Villamarín;
14048;Castellón;Murcia;1;0;Nuevo Castalia;
14049;Las Palmas;Celta;1;2;Gran Canaria;
14050;Lleida;Figueres;1;1;Camp dEsports;
14051;Málaga (C.D.);Éibar;0;0;;
14052;Mérida;Sestao;0;1;Romano;
14053;Palamós;Rayo Vallecano;0;0;Nou Estadi de Palamós;
14054;Sabadell;Real Madrid B;1;0;Nova Creu Alta;
14055;Avilés;Betis;2;2;Suárez Puerta;
14056;Celta;Barcelona B;2;0;Balaídos;
14057;Compostela;Palamós;1;0;Multiusos de San Lázaro;
14058;Figueres;Castellón;0;0;Municipal de Vilatenim;
14059;Murcia;Las Palmas;2;1;Enrique Roca de Murcia;
14060;Rac. Santander;Mérida;0;1;El Sardinero;
14061;Rayo Vallecano;Sabadell;2;0;Campo de Fútbol de Vallecas;
14062;Real Madrid B;Ath. Bilbao B;0;3;Alfredo Di Stéfano;
14063;Sestao;Málaga (C.D.);0;1;Las Llanas;
14064;Éibar;Lleida;0;0;Municipal de Ipurúa;
14065;Ath. Bilbao B;Rayo Vallecano;0;1;Instalaciones de Lezama;
14066;Avilés;Rac. Santander;1;0;Suárez Puerta;
14067;Barcelona B;Murcia;2;2;;
14068;Betis;Real Madrid B;1;0;Benito Villamarín;
14069;Castellón;Éibar;1;0;Nuevo Castalia;
14070;Las Palmas;Figueres;1;2;Gran Canaria;
14071;Lleida;Sestao;1;0;Camp dEsports;
14072;Málaga (C.D.);Mérida;1;1;;
14073;Palamós;Celta;0;0;Nou Estadi de Palamós;
14074;Sabadell;Compostela;3;0;Nova Creu Alta;
14075;Celta;Sabadell;2;0;Balaídos;
14076;Compostela;Ath. Bilbao B;0;3;Multiusos de San Lázaro;
14077;Figueres;Barcelona B;3;0;Municipal de Vilatenim;
14078;Murcia;Palamós;2;1;Enrique Roca de Murcia;
14079;Mérida;Lleida;0;0;Romano;
14080;Rac. Santander;Málaga (C.D.);5;2;El Sardinero;
14081;Rayo Vallecano;Betis;3;0;Campo de Fútbol de Vallecas;
14082;Real Madrid B;Avilés;2;1;Alfredo Di Stéfano;
14083;Sestao;Castellón;1;0;Las Llanas;
14084;Éibar;Las Palmas;1;0;Municipal de Ipurúa;
14085;Ath. Bilbao B;Celta;0;0;Instalaciones de Lezama;
14086;Avilés;Rayo Vallecano;0;2;Suárez Puerta;
14087;Barcelona B;Éibar;1;0;;
14088;Betis;Compostela;3;1;Benito Villamarín;
14089;Castellón;Mérida;0;2;Nuevo Castalia;
14090;Las Palmas;Sestao;0;0;Gran Canaria;
14091;Lleida;Málaga (C.D.);0;1;Camp dEsports;
14092;Palamós;Figueres;0;0;Nou Estadi de Palamós;
14093;Real Madrid B;Rac. Santander;4;0;Alfredo Di Stéfano;
14094;Sabadell;Murcia;1;0;Nova Creu Alta;
14095;Celta;Betis;3;0;Balaídos;
14096;Compostela;Avilés;5;1;Multiusos de San Lázaro;
14097;Figueres;Sabadell;2;1;Municipal de Vilatenim;
14098;Murcia;Ath. Bilbao B;1;0;Enrique Roca de Murcia;
14099;Málaga (C.D.);Castellón;0;0;;
14100;Mérida;Las Palmas;3;2;Romano;
14101;Rac. Santander;Lleida;0;4;El Sardinero;
14102;Rayo Vallecano;Real Madrid B;4;0;Campo de Fútbol de Vallecas;
14103;Sestao;Barcelona B;4;1;Las Llanas;
14104;Éibar;Palamós;2;0;Municipal de Ipurúa;
14105;Ath. Bilbao B;Figueres;2;0;Instalaciones de Lezama;
14106;Avilés;Celta;2;3;Suárez Puerta;
14107;Barcelona B;Mérida;5;3;;
14108;Betis;Murcia;2;1;Benito Villamarín;
14109;Castellón;Lleida;2;0;Nuevo Castalia;
14110;Las Palmas;Málaga (C.D.);1;2;Gran Canaria;
14111;Palamós;Sestao;3;1;Nou Estadi de Palamós;
14112;Rayo Vallecano;Rac. Santander;1;0;Campo de Fútbol de Vallecas;
14113;Real Madrid B;Compostela;2;2;Alfredo Di Stéfano;
14114;Sabadell;Éibar;1;0;Nova Creu Alta;
14115;Celta;Real Madrid B;2;1;Balaídos;
14116;Compostela;Rayo Vallecano;1;0;Multiusos de San Lázaro;
14117;Figueres;Betis;0;0;Municipal de Vilatenim;
14118;Lleida;Las Palmas;2;2;Camp dEsports;
14119;Murcia;Avilés;0;1;Enrique Roca de Murcia;
14120;Málaga (C.D.);Barcelona B;0;1;;
14121;Mérida;Palamós;2;1;Romano;
14122;Rac. Santander;Castellón;2;0;El Sardinero;
14123;Sestao;Sabadell;2;1;Las Llanas;
14124;Éibar;Ath. Bilbao B;1;1;Municipal de Ipurúa;
14125;Ath. Bilbao B;Sestao;3;0;Instalaciones de Lezama;
14126;Avilés;Figueres;1;1;Suárez Puerta;
14127;Barcelona B;Lleida;4;1;;
14128;Betis;Éibar;2;1;Benito Villamarín;
14129;Compostela;Rac. Santander;0;1;Multiusos de San Lázaro;
14130;Las Palmas;Castellón;1;2;Gran Canaria;
14131;Palamós;Málaga (C.D.);1;0;Nou Estadi de Palamós;
14132;Rayo Vallecano;Celta;0;0;Campo de Fútbol de Vallecas;
14133;Real Madrid B;Murcia;1;1;Alfredo Di Stéfano;
14134;Sabadell;Mérida;1;0;Nova Creu Alta;
